title,genre_id,platform_id,publisher_id,metacritic_score,release_date
Are You Smarter than a 5th Grader? Game Time,14,4,32,40,2009-10-26
Go! Sudoku,14,7,8,68,2006-03-21
Undead Knights,1,7,98,66,2009-09-29
Power Gig: Rise of the SixString,8,4,59,30,2010-10-19
Rocket League,4,6,339,92,2015-07-07
Dawn of Discovery,6,10,8,79,2009-06-23
Trauma Center: Under the Knife 2,6,10,67,82,2008-07-02
Overcooked Special Edition,6,24,340,84,2018-02-13
The BIGS,4,7,31,76,2007-06-25
FIFA World Cup Germany 2006,4,7,3,65,2006-05-22
NBA 2K18,4,4,31,70,2017-09-19
"Grand Theft Auto: Mission Pack #1, London 1969",11,9,1,67,1999-04-30
Rogue Warrior,2,4,7,30,2009-12-01
Burnout Paradise Remastered,7,5,4,80,2018-03-16
BoomBots,9,9,121,45,1999-12-02
The King of Fighters XII,9,4,146,64,2009-07-28
Starsky & Hutch,7,23,149,60,2004-08-24
NASCAR '14,7,1,44,70,2014-02-18
Prinny: Can I Really Be the Hero?,10,7,142,72,2009-02-17
Namco Museum Arcade Pac,8,24,213,78,2018-09-28
Arcade Party Pak,8,9,39,76,1999-09-30
Pimp My Ride,7,4,2,38,2006-12-06
BlazBlue: Continuum Shift II,9,25,144,60,2011-05-31
Sonic Generations,10,6,21,83,2011-11-03
Mortal Kombat: Deception,9,23,39,72,2005-03-01
BlazBlue: Calamity Trigger Portable,9,7,144,79,2010-03-09
"Prinny 2: Dawn of Operation Panties, Dood!",10,7,142,63,2011-01-11
de Blob 2,10,10,32,75,2011-02-22
Ty the Tasmanian Tiger 2: Bush Rescue,10,14,4,69,2004-10-12
Zubo,8,10,4,75,2009-03-10
Pro Evolution Soccer 2014,4,6,37,83,2013-09-20
RiME,11,2,307,71,2017-05-26
Death Jr.: Root of Evil,10,8,18,73,2008-05-27
Disney's Peter Pan: Return to Never Land,10,12,36,40,2002-02-22
Open Season,10,4,8,57,2006-09-19
The King of Fighters '99,9,9,95,70,2001-04-22
Classic NES Series: Bomberman,14,12,57,54,2004-06-02
Calling,11,8,70,48,2010-03-09
Dead Cells,1,24,346,93,2018-08-15
Retro Game Challenge,1,10,132,81,2009-02-10
Breakout,14,9,29,49,2000-09-22
GT Advance 2: Rally Racing,7,12,32,76,2002-06-30
18 Wheeler: American Pro Trucker,7,23,35,50,2002-02-18
Astro Boy: The Video Game,1,3,63,50,2009-10-20
Green Lantern: Rise of the Manhunters,1,10,15,55,2011-06-07
Phantom Dust,1,14,14,82,2005-03-15
Tom Clancy's Splinter Cell Trilogy,1,1,8,65,2011-09-27
TMNT,1,7,8,36,2007-03-20
Rengoku: The Tower of Purgatory,1,7,27,47,2005-04-26
Dynasty Warriors Advance,1,12,57,52,2005-08-29
The Scorpion King: Rise of the Akkadian,1,23,16,52,2002-09-11
Deus Ex: Human Revolution,2,27,17,86,2013-10-22
Bionicle Heroes,2,23,18,54,2006-11-14
Dementium II,2,10,121,75,2010-05-04
BloodRayne,2,23,14,79,2002-10-15
Eragon,1,7,86,62,2006-11-14
Batman & Robin,1,9,35,54,1998-07-31
Spyborgs,1,8,22,63,2009-09-22
Night at the Museum: Battle of the Smithsonian,1,4,14,54,2009-05-05
Pokémon Rumble World,1,25,57,70,2015-04-08
Planet 51,1,4,21,57,2009-11-17
Army Men: RTS,13,3,80,61,2002-03-27
Wolfenstein II: The New Colossus,2,24,7,83,2018-06-29
Bodycount,2,4,73,48,2011-08-30
Bodycount,2,1,73,49,2011-08-30
Contra Advance: The Alien Wars EX,2,12,27,67,2002-11-03
Star Trek: Conquest,13,3,7,63,2007-11-20
FIFA Soccer 06,4,7,3,76,2005-10-11
Beaterator,8,7,1,79,2009-10-01
Astro Boy: The Video Game,1,8,63,53,2009-10-20
Fighting Force 64,1,19,65,52,1999-04-30
Panzer Dragoon Saga,5,20,21,91,1998-04-30
Ys VIII: Lacrimosa of Dana,5,24,142,85,2018-06-26
Master of the Monster Lair,5,10,67,69,2008-10-31
Brave Story: New Traveler (US sales),5,7,132,75,2007-07-31
A Witch's Tale,5,10,142,50,2009-10-06
The Alliance Alive,5,25,67,73,2018-03-27
Phantasy Star Collection,5,12,32,79,2002-11-24
Mana Khemia: Student Alliance,5,7,351,32,2009-03-10
Darkspore,5,6,4,66,2011-04-26
Odama,8,23,57,65,2006-04-10
Pinball Hall of Fame: The Williams Collection,8,7,65,80,2008-02-26
"Sakura Wars: So Long, My Love",5,8,142,74,2010-03-30
Dark Souls: Remastered,5,5,213,80,2018-05-25
Tom Clancy's EndWar,13,7,8,67,2008-11-04
Railroad Tycoon II,13,9,26,66,2000-01-31
Rome: Total War,13,6,2,90,2004-09-22
Carnage Heart,13,9,9,71,1997-01-31
Ring of Red,13,3,27,80,2001-03-12
Brunswick Circuit Pro Bowling 2,4,9,32,70,2000-01-31
Cloudy With A Chance of Meatballs,11,8,8,67,2009-09-15
Shadow of Destiny,11,7,27,68,2010-01-26
The Polar Express,11,23,32,33,2004-11-02
Gabrielle's Ghostly Groove 3D,11,25,83,75,2011-10-04
Frogger: Helmet Chaos,10,7,27,70,2005-09-29
Sakura Wars,11,18,21,76,2000-05-25
Patapon 2,10,7,9,82,2009-05-05
Avatar: The Last Airbender,11,7,32,60,2006-10-10
JU-ON: The Grudge,11,8,132,40,2009-10-13
Disgaea Infinite,11,7,142,68,2010-06-08
The Book of Unwritten Tales,11,6,264,79,2011-10-28
Miami Law,11,10,162,55,2009-06-09
Agatha Christie: The ABC Murders,11,10,264,60,2009-11-04
Blue Stinger,11,18,2,67,1999-08-31
The First Templar,11,4,191,70,2011-05-10
Cloudy With a Chance of Meatballs,11,1,8,67,2009-09-15
Blitz: The League II,4,4,39,66,2008-10-13
Guitar Hero: Van Halen,8,3,2,49,2009-12-22
Castlevania Double Pack,10,12,27,90,2006-01-11
Baten Kaitos Origins,5,23,57,75,2006-09-25
Phantom Brave: The Hermuda Triangle,5,7,142,72,2011-03-08
Astro Boy: The Video Game,1,10,63,44,2009-10-20
Tom Clancy's Splinter Cell: Chaos Theory,1,23,8,78,2005-03-29
The Godfather: Mob Wars,1,7,4,62,2006-09-19
Marvel Super Hero Squad: The Infinity Gauntlet,1,25,32,48,2011-10-11
Vandal Hearts II,13,9,27,72,1999-11-30
World Series of Poker: Tournament of Champions 2007 Edition,8,7,2,64,2006-09-21
Harry Potter and the Deathly Hallows - Part 2,1,6,4,43,2011-07-12
X-Men: The Official Game,1,14,2,48,2006-05-16
Spider-Man: Web of Shadows,1,10,2,79,2008-10-21
Thor: God of Thunder,1,25,21,60,2011-09-13
X-Men: Destiny,1,8,2,33,2011-09-27
Yu-Gi-Oh! 5D's Wheelie Breakers,7,8,27,75,2009-05-19
NASCAR,7,7,3,72,2006-09-06
Classic NES Series: Excitebike,7,12,57,64,2004-06-02
Banjo-Pilot,7,12,32,62,2005-01-12
Ridge Racer 2,7,7,59,75,2020-12-31
The BIGS 2,4,7,31,68,2009-07-07
NBA Ballers: Rebound,4,7,39,73,2006-05-09
Hunter: The Reckoning,1,23,112,71,2002-11-18
The Lord of the Rings: Conquest,1,10,4,59,2009-01-13
Tom Clancy's Splinter Cell: Conviction,1,6,8,80,2010-04-27
The Elder Scrolls Online: Summerset,18,2,7,75,2018-05-21
NHL 2K6,4,4,31,73,2005-11-16
College Hoops 2K6,4,14,31,83,2005-11-21
Puzzle Chronicles,14,7,27,65,2010-02-02
Harvest Moon: Frantic Farming,14,10,83,70,2009-08-25
Gretzky NHL,4,7,9,60,2005-03-14
Ice Age 2: The Meltdown,10,14,47,68,2006-03-14
Shantae and the Pirate's Curse,10,25,366,77,2016-10-18
Cubic Ninja,10,25,8,55,2011-06-14
Lode Runner 3-D,1,19,64,70,1999-01-01
Marvel vs. Capcom: Clash of Super Heroes,9,18,22,85,1999-10-07
Disney's The Jungle Book,10,12,8,50,2003-02-11
Over the Hedge,10,14,2,66,2006-05-09
Universal Studios Theme Parks Adventure,8,23,177,51,2001-12-18
Surf's Up,4,4,8,62,2007-05-30
Cartoon Network: Punch Time Explosion,9,25,65,56,2011-06-02
Dead or Alive 5 Plus,9,17,106,80,2013-03-19
Dead or Alive 5 Last Round,9,5,106,75,2015-02-17
Dragon Ball: Evolution,9,7,54,34,2009-04-08
The King of Fighters: Dream Match 1999,9,18,228,72,1999-09-30
Heatseeker,6,8,73,55,2007-05-01
Steel Battalion,6,14,22,77,2002-11-21
Disney's Chicken Little: Ace In Action,2,8,41,76,2006-12-11
Darkest of Days,2,4,371,46,2009-09-08
MindJack,2,4,17,45,2011-01-18
Ballistic: Ecks vs. Sever,2,12,149,73,2002-09-14
"Blast Works: Build, Trade, Destroy",2,8,14,82,2008-06-11
Bullet Witch,2,4,23,66,2007-02-27
Stardew Valley,6,2,56,88,2017-04-11
Beach Spikers: Virtua Beach Volleyball,4,23,21,71,2002-08-12
Blue Dragon: Awakened Shadow,5,10,63,57,2010-05-18
Shadow Tower,5,9,95,57,1999-10-31
The Legend of Heroes: Trails in the Sky,5,7,132,81,2011-03-29
Ar tonelico: Melody of Elemia,5,3,351,70,2007-02-06
Aidyn Chronicles: The First Mage,5,19,32,60,2001-03-14
Riviera: The Promised Land,5,12,67,87,2005-06-28
Opoona,5,8,97,64,2008-03-25
Dungeons & Dragons Tactics,13,7,23,52,2007-08-14
Record of Agarest War Zero,13,4,144,65,2011-06-14
"Warhammer 40,000: Dawn of War II - Chaos Rising",13,6,32,86,2010-03-11
Vexx,10,14,35,68,2003-02-10
Attack on Titan 2,1,5,248,70,2018-03-20
Mystic Heroes,1,23,97,68,2002-09-30
Ty the Tasmanian Tiger 3: Night of the Quinkan,1,23,2,62,2005-10-12
LEGO Star Wars II: The Original Trilogy,1,12,13,60,2006-09-12
Obscure: The Aftermath,11,7,282,65,2009-09-29
Rock Band 3,8,10,42,85,2010-10-26
Cloudy With a Chance of Meatballs,11,4,8,67,2009-09-15
Data East Arcade Classics,8,8,14,50,2010-02-16
LEGO Batman: The Videogame,11,6,15,74,2008-09-23
Space Invaders Extreme,2,7,17,82,2008-06-17
Alien Hominid,2,23,341,83,2004-11-23
Halo 2,2,6,5,69,2007-05-31
Ikaruga,2,23,23,80,2003-04-15
F.E.A.R. 2: Project Origin,2,6,15,82,2009-02-10
I-Ninja,10,23,12,72,2003-12-04
Ultimate Mortal Kombat,9,10,39,73,2007-11-12
Rocky,9,23,8,70,2002-11-17
Psychonauts,10,3,14,86,2005-06-21
Battle Fantasia,9,4,144,70,2008-09-16
Astro Boy: Omega Factor,1,12,21,88,2004-08-18
Batman Beyond: Return of the Joker,1,19,8,20,2000-12-13
Jimmie Johnson's Anything With an Engine,7,4,27,73,2011-11-01
ChuChu Rocket!,14,12,21,81,2001-06-10
Import Tuner Challenge (American sales),7,4,8,64,2006-09-26
Driver: Renegade,7,25,8,35,2011-09-06
GripShift,7,7,9,71,2005-09-12
echochrome,14,7,9,76,2008-05-01
Bomberman Max 2: Blue Advance,14,12,14,73,2002-05-30
Mahjong Cub3D,14,25,67,69,2011-10-11
Puchi Puchi Virus,14,10,142,74,2009-05-20
Ninja Gaiden Black,1,14,98,95,2005-09-20
Bladestorm: The Hundred Years' War,1,4,97,69,2007-11-06
Altered Beast: Guardian of the Realms,1,12,32,65,2002-11-23
Green Lantern: Rise of the Manhunters,1,8,15,55,2011-06-07
Harvest Moon: Boy & Girl,6,7,83,61,2007-07-31
Major League Baseball 2K7,4,7,31,63,2007-02-26
Pro Evolution Soccer 2012,4,6,27,70,2011-10-14
Major League Baseball 2K9,4,7,31,60,2009-03-23
NBA 2K18,4,1,31,70,2017-09-19
The Incredibles: Rise of the Underminer,1,14,32,65,2005-11-01
Captain America: Super Soldier,1,25,21,50,2011-10-25
Destroy All Humans! Path of the Furon,1,1,59,50,2020-12-31
Hearts of Iron III,13,6,302,79,2009-08-11
Def Jam Fight For NY: The Takeover,1,7,4,80,2006-08-29
Killer7,1,3,22,65,2005-07-07
50 Cent: Bulletproof,1,7,47,55,2006-08-29
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,5,3,67,74,2006-10-10
Damnation,2,1,73,36,2009-05-26
ShellShock 2: Blood Trails,2,4,18,32,2009-02-24
F.E.A.R. Files,2,4,86,69,2007-11-06
Codename Tenka,2,9,9,70,1997-05-31
The Amazing Spider-Man (2012),3,27,2,60,2013-03-05
Dungeons,13,6,191,65,2011-02-10
Supreme Commander,13,4,194,57,2008-06-23
Theme Hospital,13,9,4,72,1998-03-31
MetropolisMania,13,3,83,68,2002-10-03
Wild ARMs: Alter Code F,5,3,95,72,2005-11-15
Skies of Arcadia,5,18,21,92,2000-11-13
Last Rebellion,5,1,142,48,2010-02-23
Dark Angel: Vampire Apocalypse,5,3,347,46,2001-07-08
Knights in the Nightmare,5,7,67,80,2010-11-09
Ys I & II Chronicles,5,7,132,64,2011-02-22
Spectral Force 3,5,4,67,59,2008-07-29
Digimon World 4,5,23,72,52,2005-06-01
Arcania: Gothic 4,5,4,277,62,2010-10-19
Zoids Assault,13,4,67,52,2008-09-09
Henry Hatsworth in the Puzzling Adventure,14,10,4,91,2009-03-17
The Legend of Heroes: A Tear of Vermillion,5,7,72,69,2005-11-15
Harvest Moon: Skytree Village,6,25,83,50,2016-11-08
BIT.TRIP COMPLETE,8,8,144,81,2011-09-13
Supremacy MMA,9,4,56,50,2011-09-20
The King of Fighters EX2: Howling Blood,9,12,67,79,2003-12-11
Gundam Seed: Battle Assault,9,12,72,65,2004-08-10
Armorines: Project S.W.A.R.M.,2,9,35,32,2000-05-03
Nano Assault,2,25,14,60,2011-12-01
ARK: Survival Evolved,3,24,386,40,2018-11-30
Darksiders II: Deathinitive Edition,3,5,123,75,2015-10-30
Carol Vorderman's Sudoku,14,7,18,74,2007-03-06
"Warhammer 40,000: Dawn of War II - Retribution",13,6,32,79,2011-03-01
Evolution Worlds,5,23,8,65,2002-12-02
A-Train,13,9,49,60,1996-01-01
7 Wonders of the Ancient World,14,7,205,54,2007-04-23
Soul Bubbles,14,10,18,70,2008-06-10
Bomberman Jetters,14,23,14,72,2004-03-10
TimeSplitters: Future Perfect,2,23,4,84,2005-03-21
America's Army: True Soldiers,2,4,8,45,2007-11-15
Earth Defense Force 2017,2,4,63,74,2007-03-20
GoldenEye 007,2,10,2,55,2010-11-02
Infernal: Hell's Vengeance,2,4,282,44,2009-06-30
Gradius Galaxies,2,12,27,78,2001-11-12
Conflict: Desert Storm,2,23,53,63,2003-04-22
P.N.03 - Product Number Three,2,23,22,63,2003-09-09
Bangai-O Spirits,2,10,63,84,2008-08-12
Tom Clancy's Splinter Cell: Pandora Tomorrow,1,23,8,67,2004-07-20
Knights Contract,1,4,54,50,2011-02-22
Knights in the Nightmare,5,10,67,75,2009-06-03
Ephemeral Fantasia,5,3,27,57,2001-07-09
Koudelka,5,9,228,65,1999-11-30
Ogre Battle Series: Tactics Ogre,5,9,67,79,1998-05-01
Shining Force: Resurrection of the Dark Dragon,5,12,67,78,2004-06-08
Shin Megami Tensei: Digital Devil Saga 2,5,3,67,81,2005-10-03
Resident Evil 3: Nemesis,1,23,22,57,2003-01-15
Batman: Dark Tomorrow,1,23,177,23,2003-03-25
Tomb Raider: Legend,1,23,18,79,2006-11-14
Fatal Frame III: The Tormented,1,3,98,77,2005-11-08
C.O.P.: The Recruit,1,10,8,57,2009-11-03
Tony Hawk's Pro Skater 3,4,19,2,81,2002-08-20
Boxing Fever,4,12,14,72,2001-10-11
New International Track & Field,4,10,27,74,2008-07-22
Stella Deus: The Gate of Eternity,13,3,67,73,2005-04-26
Madden NFL 08,4,23,3,76,2007-08-14
NHL 2K7,4,4,31,80,2006-09-12
FIFA Soccer 2005,4,12,3,81,2004-10-12
FIFA 18,4,6,3,80,2017-09-29
Knights Contract,1,1,54,58,2011-02-22
Blazing Angels: Squadrons of WWII,6,14,8,70,2006-03-23
Alien Syndrome,5,7,21,49,2007-07-24
Phantasy Star Online Episode III: C.A.R.D. Revolution,5,23,21,74,2004-03-02
NBA 10 The Inside,4,7,9,65,2009-10-06
Baroque,5,8,67,52,2008-04-08
TrackMania DS,7,10,67,75,2009-03-17
GT Advance 3: Pro Concept Racing,7,12,32,77,2002-04-26
R: Racing Evolution,7,23,12,61,2003-12-09
Wetrix,14,19,88,86,1998-06-12
Iggy's Reckin' Balls,7,19,35,68,1998-08-24
Air Conflicts: Secret Wars,6,4,191,60,2011-09-28
Tomb Raider: Underworld,11,6,18,80,2008-11-18
Mario vs. Donkey Kong: Tipping Stars,14,25,57,65,2015-03-05
Cloudy With a Chance of Meatballs,11,7,8,60,2009-09-15
Gray Matter,11,6,395,73,2011-02-22
Elebits: The Adventures of Kai and Zero,11,10,27,75,2009-01-06
Godzilla Generations,1,18,21,32,1998-11-27
Hammerin' Hero,1,7,67,70,2009-04-07
Samurai Warriors 2,1,4,97,54,2006-09-19
Urban Reign,1,3,12,75,2005-09-13
Exit,14,7,8,79,2006-02-14
Frantix,14,7,79,54,2005-09-19
Ice Age 2: The Meltdown,10,8,47,65,2006-12-06
Taz Wanted,10,23,23,57,2002-10-10
Ultimate Ghosts 'n Goblins,10,7,22,73,2006-08-29
Super Street Fighter IV: Arcade Edition,9,6,22,85,2011-07-05
Line Rider 2: Unbound,14,10,398,50,2008-09-16
Crush,14,7,21,85,2007-05-29
Ultimate Fighting Championship: Throwdown,9,23,65,67,2002-07-29
Samurai Shodown Sen,9,4,132,48,2010-03-30
Shonen Jump's One Piece: Pirates Carnival,8,23,54,46,2006-09-12
Superman Returns,1,10,4,38,2006-11-20
Far Cry 5,1,6,8,63,2018-02-27
The King of Fighters: Evolution,9,18,95,76,2001-05-10
Kengo: Legend of The 9,9,4,14,48,2007-09-11
TMNT: Mutant Melee,9,23,27,42,2005-03-16
Xbox Live Arcade Unplugged Volume 1,8,4,19,74,2006-09-05
Tank! Tank! Tank!,8,27,76,47,2012-11-18
You Don't Know Jack,8,10,32,60,2011-02-08
Disaster: Day of Crisis,1,8,57,64,2008-10-24
Blast Radius,1,9,138,66,1999-02-24
Centipede / Breakout / Warlords,8,12,61,56,2005-08-21
Disney's Party,8,12,162,40,2003-09-16
Haunting Ground,1,3,22,66,2005-05-10
Ride 3,7,2,213,73,2018-11-30
Smashing Drive,7,23,12,47,2002-02-18
WRC 2: FIA World Rally Championship,7,4,8,58,2011-10-14
Need for Speed: Most Wanted (2012),7,6,4,85,2012-10-30
Crazy Taxi 2,7,18,21,83,2001-05-28
WipEout HD Fury,7,1,9,91,2009-10-14
Gunstar Super Heroes,2,12,21,80,2005-10-25
C: The Contra Adventure,2,9,27,42,1998-09-01
Aero Gauge,7,19,91,45,1998-05-21
Circuit Breakers,7,9,192,59,1998-09-02
Burnout Paradise: The Ultimate Box,7,1,4,90,2009-02-06
Rayman Arena,7,14,8,50,2002-09-24
Dream Trigger 3D,2,25,63,57,2011-05-10
Tom Clancy's Ghost Recon 2,2,23,8,57,2005-03-15
Operation Flashpoint: Dragon Rising,2,6,73,76,2009-10-06
Damnation,2,4,73,31,2009-05-26
Operation Flashpoint: Red River,2,6,73,70,2011-06-07
Spartan: Total Warrior,1,23,21,71,2005-10-27
Bionicle Heroes,2,4,18,61,2006-11-15
Football Manager 2010,4,6,21,87,2009-11-03
All-Star Baseball 2004,4,12,35,74,2003-02-23
Alexi Lalas International Soccer,4,9,26,44,1999-04-30
Firefighter F.D.18,1,3,27,59,2004-03-09
Zombi,1,2,8,75,2015-08-18
Frogger Advance: The Great Quest,1,12,27,55,2002-05-26
Catwoman,1,23,4,53,2004-07-20
Rogue Trooper: Quartz Zone Massacre,2,8,231,80,2009-11-24
Rayman 3: Hoodlum Havoc,10,14,8,73,2003-03-18
Taz Wanted,10,14,23,58,2002-09-18
Open Season,10,7,8,67,2006-09-19
I-Ninja,10,14,12,78,2003-12-04
Spot Goes to Hollywood,10,9,60,44,1996-11-30
Anubis II,10,8,196,15,2007-09-18
Dino Master: Dig Discover Duel,13,10,14,25,2006-05-25
Disney Sports Skateboarding,4,12,27,36,2002-11-15
Culdcept Revolt,13,25,142,73,2017-10-03
Gladius,13,23,13,83,2003-11-03
Poi,10,24,408,50,2017-02-01
Wallace & Gromit in Project Zoo,10,23,149,66,2003-10-14
Rayman 3: Hoodlum Havoc,10,23,8,74,2003-03-02
Disney's Donald Duck Advance,10,12,8,65,2001-11-15
Open Season,10,8,8,50,2006-11-30
Sushi Striker: The Way of Sushido,14,24,57,79,2018-06-08
Cooking Mama: Sweet Shop,6,25,300,60,2017-05-16
FIFA Soccer 2004,4,23,3,82,2003-11-04
Dave Mirra BMX Challenge,4,7,65,35,2006-11-02
Buster Bros. Collection,14,9,22,69,1997-04-18
Bomberman Max 2: Red Advance,14,12,14,75,2002-05-30
The Rub Rabbits!,14,10,21,73,2006-02-13
Risen 3: Titan Lords Enhanced Edition,5,2,44,10,2015-08-21
Ghost in the Shell: Stand Alone Complex,5,7,72,57,2005-10-26
Fable: The Lost Chapters,5,6,5,83,2005-09-20
Dragon Valor,5,9,12,61,2000-10-16
Dragoneer's Aria,5,7,142,52,2007-08-21
RPG Maker: Fes,5,25,142,70,2017-06-27
Batman: Rise of Sin Tzu,1,12,8,55,2003-10-27
Alex Rider: Stormbreaker,1,10,32,40,2006-10-02
Divinity II: Ego Draconis,5,6,141,68,2010-01-05
Torchlight,5,6,412,84,2009-10-27
Full Spectrum Warrior: Ten Hammers,13,3,32,55,2006-03-28
Vanguard Bandits,13,9,148,64,2000-04-29
Battlezone: Rise of the Black Dogs,13,19,65,73,2000-03-30
Army Men: RTS,13,23,30,69,2004-11-02
Worms 3D,13,23,35,75,2004-03-11
MotorStorm RC,7,17,9,81,2012-03-06
"Flower, Sun, and Rain",11,10,159,57,2009-06-15
Obscure,11,3,264,68,2005-04-06
Classic NES Series: Metroid,11,12,57,52,2004-10-25
Shadowgate 64: Trials of the Four Towers,11,19,177,54,1999-05-31
Again,11,10,97,60,2010-03-30
Second Sight,11,14,73,78,2004-09-21
Tomb Raider: Legend,11,10,18,65,2006-11-14
BlazBlue: Cross Tag Battle,9,24,201,80,2018-06-05
Ultimate Marvel vs. Capcom 3,9,4,22,83,2011-11-15
Boxing,9,9,95,59,2001-05-14
Midway Arcade Treasures 3,8,23,39,61,2005-10-26
Create,8,6,4,60,2010-11-16
Rooms: The Main Building,11,8,70,70,2010-03-23
Broken Sword II: The Smoking Mirror,11,9,65,73,1999-11-14
Amazing Island,13,23,21,71,2004-08-25
PenPen TriIceLon,7,18,64,58,1999-09-09
Cartoon Network: Battle Crashers,1,2,133,15,2016-11-08
Tom Clancy's Splinter Cell: Double Agent,1,23,8,56,2006-10-26
3D Lemmings,14,9,138,70,1995-11-01
Ivy the Kiwi?,14,8,132,75,2010-08-24
One Piece: Pirate Warriors 3 - Deluxe Edition,1,24,213,85,2018-05-11
Viewtiful Joe: Red Hot Rumble,1,23,22,62,2005-11-08
Men of War: Assault Squad,13,6,423,80,2011-02-25
BattleBots: Beyond the BattleBox,1,12,14,58,2002-12-10
MotoGP 10/11,7,4,22,60,2011-03-15
Cities XL 2012,13,6,111,60,2011-10-20
Neon Genesis Evangelion,1,19,72,56,1999-06-25
The Saboteur,1,6,4,71,2009-12-08
Brave: A Warrior's Tale,1,8,121,47,2009-08-04
Vampire Rain: Altered Species,1,1,146,35,2008-09-02
Resident Evil - Code: Veronica X,1,23,22,56,2003-12-03
Disney's Magical Quest 2 Starring Mickey and Minnie,1,12,22,56,2003-11-12
Brave: A Warrior's Tale,1,4,121,44,2009-08-04
Fatal Frame,1,14,98,79,2002-11-22
X-Men: Destiny,1,10,2,20,2011-09-27
Atelier Iris 2: The Azoth Of Destiny,5,3,142,68,2006-04-25
From The Abyss,5,10,144,73,2008-08-26
Lord of Magna: Maiden Heaven,5,25,132,70,2015-06-02
Cartoon Network: Battle Crashers,1,25,133,35,2016-11-08
Alien Syndrome,5,8,21,52,2007-07-24
Crimson Gem Saga,5,7,67,73,2009-05-26
IL-2 Sturmovik: Birds of Prey,6,10,56,50,2009-09-08
Desert Strike Advance,6,12,4,68,2002-05-08
Kabuki Warriors,1,14,65,10,2001-11-19
Lost Kingdoms II,5,23,2,66,2003-05-21
Izuna 2: The Unemployed Ninja Returns,5,10,67,69,2008-07-22
Generation of Chaos,5,7,142,59,2006-02-28
RPG Maker 3,5,3,95,70,2005-09-21
Disgaea 1 Complete,5,24,142,80,2018-10-09
Octomania,14,8,82,67,2008-03-31
Bubble Bobble: Old & New,14,12,110,55,2004-09-28
Mana Khemia: Alchemists of Al-Revis,5,3,142,66,2008-04-01
Sudoku Ball Detective,14,10,282,50,2009-09-22
Dance Dance Revolution: Mario Mix (JP sales),6,23,57,75,2005-10-24
Zoo Tycoon 2,13,6,5,72,2004-11-11
Age of Mythology: The Titans,13,6,5,82,2003-09-30
Age of Empires Online,13,6,5,70,2011-08-16
Vexx,10,23,35,64,2003-02-10
Monster Tale,10,10,14,77,2011-03-22
Kelly Slater's Pro Surfer,4,23,2,80,2002-09-16
Aggressive Inline,4,14,35,90,2002-07-29
Call of Duty 2,2,6,2,70,2005-10-25
James Bond 007: Blood Stone,1,10,2,70,2010-11-02
Rayman: Hoodlum's Revenge,10,12,8,62,2005-03-15
LEGO Bionicle,10,12,128,64,2001-10-03
Blood Bowl,4,6,121,65,2010-01-26
Need for Speed: Shift,7,6,4,83,2009-09-15
Wreckless: ThE YaKuza MisSiOns,7,23,2,64,2002-11-13
Championship Surfer,4,9,134,72,2000-12-04
Disney Sports Skateboarding,4,23,27,26,2002-11-17
Cel Damage,7,23,4,60,2002-01-07
Hot Wheels: Burnin' Rubber,7,12,32,80,2001-11-21
FIFA 07 Soccer,4,10,3,75,2006-10-03
Pro Evolution Soccer 2011,4,6,27,60,2010-10-05
NBA Live 07,4,14,3,64,2006-09-25
Aggressive Inline,4,23,35,89,2002-07-31
Unreal Tournament III,2,6,39,84,2007-11-19
Bionicle Heroes,2,10,18,78,2006-11-14
Disney's Chicken Little: Ace In Action,2,10,41,60,2006-11-09
Blur,7,6,2,81,2010-05-25
Big Bang Mini,2,10,121,80,2009-01-21
Spy Games: Elevator Mission,2,8,322,20,2007-11-16
Tom Clancy's Rainbow Six 3,2,23,8,65,2004-06-17
Asterix and Obelix XXL2,3,24,308,65,2018-11-29
Broken Sword: The Shadow of the Templars,11,12,149,81,2002-03-17
Another Code R: A Journey into Lost Memories,11,8,57,59,2009-06-26
S.T.A.L.K.E.R.: Call of Pripyat,2,6,395,80,2010-02-02
Bomberman Land,8,7,162,65,2008-01-29
Intellivision Lives!,8,23,65,64,2004-11-04
Hail to the Chimp,8,4,236,70,2008-06-24
July,11,18,442,48,1998-11-27
Catwoman,1,14,4,47,2004-07-20
Warriors Orochi 2,1,4,97,46,2008-09-23
Resident Evil 2,1,23,22,59,2003-01-16
Guilty Gear X: Advance Edition,9,12,190,73,2002-08-29
The Next BIG Thing,11,6,111,68,2011-04-21
Zatch Bell! Mamodo Battles,9,23,72,70,2005-10-19
Animorphs: Shattered Reality,1,9,64,35,2000-09-06
Wonder Boy: The Dragon's Trap (Remake),10,24,446,74,2017-04-18
Devil's Third,1,27,57,38,2015-12-11
Around the World in 80 Days,1,12,169,35,2004-07-05
Activision Anthology,8,12,2,80,2003-12-08
Double Dragon Advance,1,12,67,79,2003-11-14
Disney's PK: Out of the Shadows,10,23,8,40,2002-12-03
Rave Master,9,23,27,68,2005-03-08
Fate/Unlimited Codes Portable,9,7,22,76,2009-06-18
ESPN Great Outdoor Games Bass 2002,4,12,27,55,2001-11-29
DuckTales: Remastered,10,1,22,86,2013-08-13
Rogue Ops,1,23,177,61,2003-10-29
Blues Brothers 2000,10,19,104,49,2000-11-16
Capcom vs. SNK: Millennium Fight 2000 Pro,9,18,22,69,2001-06-14
