title,platform,total_sales,na_sales,jp_sales,pal_sales,other_sales
Bubble Bobble: Old & New,GBA,0.06,0.04,,0.02,0.0
Mana Khemia: Alchemists of Al-Revis,PS2,0.06,0.03,,0.02,0.01
Sudoku Ball Detective,DS,0.06,0.06,,0.0,0.0
Dance Dance Revolution: Mario Mix (JP sales),GC,0.06,,0.05,,0.0
Zoo Tycoon 2,PC,0.06,,,0.05,0.01
Age of Mythology: The Titans,PC,0.06,0.03,,0.02,0.01
Age of Empires Online,PC,0.06,0.01,,0.04,0.01
Vexx,GC,0.06,0.05,,0.01,0.0
Monster Tale,DS,0.06,0.06,,,0.0
Kelly Slater's Pro Surfer,GC,0.06,0.05,,0.01,0.0
Aggressive Inline,XB,0.06,0.05,,0.01,0.0
Call of Duty 2,PC,0.06,0.0,,0.05,0.01
James Bond 007: Blood Stone,DS,0.06,0.05,,0.01,0.0
Rayman: Hoodlum's Revenge,GBA,0.06,0.05,,0.02,0.0
LEGO Bionicle,GBA,0.06,0.04,,0.02,0.0
Blood Bowl,PC,0.06,0.04,,0.02,0.01
Need for Speed: Shift,PC,0.06,,,0.05,0.01
Wreckless: ThE YaKuza MisSiOns,GC,0.06,0.04,,0.01,0.0
Championship Surfer,PS,0.06,0.03,,0.02,0.0
Disney Sports Skateboarding,GC,0.06,0.05,,0.01,0.0
Cel Damage,GC,0.06,0.05,,0.01,0.0
Hot Wheels: Burnin' Rubber,GBA,0.06,0.05,,0.02,0.0
FIFA 07 Soccer,DS,0.06,0.05,,0.01,0.0
Pro Evolution Soccer 2011,PC,0.06,,,0.05,0.01
NBA Live 07,XB,0.06,0.04,,0.01,0.0
Aggressive Inline,GC,0.06,0.04,,0.01,0.0
Unreal Tournament III,PC,0.06,,,0.05,0.01
Bionicle Heroes,DS,0.06,0.06,,0.0,0.0
Disney's Chicken Little: Ace In Action,DS,0.06,0.06,,0.0,0.0
Blur,PC,0.06,0.01,,0.04,0.01
Big Bang Mini,DS,0.06,0.05,,0.0,0.0
Spy Games: Elevator Mission,Wii,0.06,0.06,,,0.0
Tom Clancy's Rainbow Six 3,GC,0.06,0.04,,0.01,0.0
Asterix and Obelix XXL2,NS,0.06,,,0.06,0.0
Broken Sword: The Shadow of the Templars,GBA,0.06,0.04,,0.02,0.0
Another Code R: A Journey into Lost Memories,Wii,0.06,,0.03,0.03,0.0
S.T.A.L.K.E.R.: Call of Pripyat,PC,0.06,0.0,,0.05,0.01
Bomberman Land,PSP,0.06,0.06,,0.0,0.0
Intellivision Lives!,GC,0.06,0.05,,0.01,0.0
Hail to the Chimp,X360,0.06,0.05,,,0.0
July,DC,0.06,,0.06,,0.0
Catwoman,XB,0.06,0.04,,0.01,0.0
Warriors Orochi 2,X360,0.06,0.04,0.01,0.0,0.0
Resident Evil 2,GC,0.06,0.04,,0.01,0.0
Guilty Gear X: Advance Edition,GBA,0.06,0.04,,0.02,0.0
The Next BIG Thing,PC,0.06,,,0.05,0.01
Zatch Bell! Mamodo Battles,GC,0.06,0.05,,0.01,0.0
Animorphs: Shattered Reality,PS,0.06,0.03,,0.02,0.0
Wonder Boy: The Dragon's Trap (Remake),NS,0.05,0.04,,,0.01
Devil's Third,WiiU,0.05,0.03,,0.02,0.0
Around the World in 80 Days,GBA,0.05,0.03,,0.01,0.0
Activision Anthology,GBA,0.05,0.03,,0.01,0.0
Double Dragon Advance,GBA,0.05,0.03,,0.01,0.0
Disney's PK: Out of the Shadows,GC,0.05,0.04,,0.01,0.0
Rave Master,GC,0.05,,0.05,,0.0
Fate/Unlimited Codes Portable,PSP,0.05,,0.05,,
ESPN Great Outdoor Games Bass 2002,GBA,0.05,0.03,,0.01,0.0
DuckTales: Remastered,PS3,0.05,0.01,,0.04,0.01
Rogue Ops,GC,0.05,0.04,,0.01,0.0
Blues Brothers 2000,N64,0.05,0.04,,0.01,0.0
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,0.05,,0.05,,0.0
TNA iMPACT: Cross the Line,PSP,0.05,0.05,,0.0,0.0
Rock of the Dead,X360,0.05,0.04,,,0.0
Bad Boys: Miami Takedown,GC,0.05,0.03,,0.01,0.0
The Typing of the Dead,DC,0.05,,0.05,,
Rez,PS2,0.05,0.03,,0.02,0.01
Singularity,PC,0.05,,,0.04,0.01
Moon,DS,0.05,0.04,,0.0,0.0
Philosoma,PS,0.05,0.03,,0.02,0.0
Legend of Kay,PS2,0.05,0.03,,0.02,0.01
Jenga World Tour,Wii,0.05,0.05,,0.0,0.0
Activision Hits: Remixed,PSP,0.05,0.05,,0.0,0.0
Shrek Super Party,GC,0.05,0.04,,0.01,0.0
Disney's Party,GC,0.05,0.04,,0.01,0.0
Sega 3D Classics Collection,3DS,0.05,0.05,,,0.01
Second Sight,GC,0.05,0.04,,0.01,0.0
Back to the Future: The Game,Wii,0.05,0.05,,0.0,0.0
LEGO Indiana Jones 2: The Adventure Continues,PC,0.05,0.02,,0.03,0.01
Major Minor's Majestic March,Wii,0.05,0.05,,0.0,0.0
Hail to the Chimp,PS3,0.05,0.05,,,0.01
World Series of Poker: Tournament of Champions 2007 Edition,Wii,0.05,0.04,,0.0,0.0
Cartoon Network Block Party,GBA,0.05,0.03,,0.01,0.0
World Series of Poker,GC,0.05,0.04,,0.01,0.0
Unsolved Crimes,DS,0.05,0.04,,0.01,
LEGO Harry Potter: Years 1-4,PC,0.05,0.04,,0.01,0.01
King Arthur,XB,0.05,0.04,,0.01,0.0
The Sims,PC,0.05,0.01,,0.03,0.0
Drill Dozer,GBA,0.05,0.04,,0.01,0.0
Death Jr. II: Root of Evil,PSP,0.05,0.05,,0.0,0.0
Owlboy,NS,0.05,0.03,,0.01,0.01
Air Conflicts: Aces of World War II,PSP,0.05,0.05,,,0.0
Zapper: One Wicked Cricket!,XB,0.05,0.04,,0.01,0.0
Hellblade: Senua's Sacrifice,PS4,0.05,0.03,,0.01,0.01
Top Spin 2,DS,0.05,0.05,,0.0,0.0
NBA 2K,DC,0.05,,0.05,,
IL-2 Sturmovik: Cliffs of Dover,PC,0.05,,,0.05,0.01
Air Traffic Chaos,DS,0.05,0.05,,0.0,0.0
Armored Core: Formula Front Extreme Battle,PSP,0.05,0.05,,,0.0
Bottom of the 9th '99,PS,0.05,0.03,,0.02,0.0
All Star Tennis 99,N64,0.05,0.04,,0.01,0.0
2002 FIFA World Cup,GC,0.05,0.04,,0.01,0.0
FIFA Soccer 2004,GBA,0.05,0.04,,0.01,0.0
Virtua Striker 2002,GC,0.05,0.01,0.03,0.0,0.0
American Bass Challenge,GBA,0.05,0.03,,0.01,0.0
FIFA Soccer 2003,GBA,0.05,0.04,,0.01,0.0
Ivy the Kiwi?,DS,0.05,0.04,,0.0,0.0
Super Bubble Pop,GC,0.05,0.04,,0.01,0.0
ZooCube,GBA,0.05,0.03,,0.01,0.0
Barnyard,GBA,0.05,0.03,,0.01,0.0
The Grim Adventures Of Billy & Mandy,Wii,0.05,0.04,,0.0,0.0
Fatal Frame II: Crimson Butterfly Director's Cut,XB,0.05,0.04,,0.01,0.0
Captain America: Super Soldier,Wii,0.05,0.05,,,0.0
F1 2010,PC,0.05,,,0.05,0.01
GRID,DS,0.05,0.04,,0.0,0.0
Need for Speed Carbon,PC,0.05,,,0.04,0.01
Battle Chasers: Nightwar,NS,0.05,0.03,,0.01,0.0
Venetica,PC,0.05,,,0.04,0.01
Summoner: A Goddess Reborn,GC,0.05,0.04,,0.01,0.0
I am Setsuna,NS,0.05,,0.05,,
DiRT 2,PC,0.05,,,0.04,0.01
Black Sigil: Blade of the Exiled,DS,0.05,0.05,,,0.0
GrimGrimoire,PS2,0.05,0.01,0.03,0.01,0.0
Worms Reloaded,PC,0.05,,,0.04,0.01
Dual Hearts,PS2,0.05,0.03,,0.02,0.01
Medabots: Infinity,GC,0.05,0.04,,0.01,0.0
Rhapsody: A Musical Adventure,DS,0.05,0.05,,0.0,0.0
The Nightmare of Druaga: Fushigino Dungeon,PS2,0.05,0.03,,0.02,0.01
Hunted: The Demon's Forge,PC,0.05,0.03,,0.01,0.0
Monster 4x4: Masters of Metal,GC,0.05,0.04,,0.01,0.0
The Lord of the Rings: The Battle for Middle-Earth II,X360,0.05,,,0.04,0.0
Ys: The Ark of Napishtim,PSP,0.05,0.04,,,0.0
Assassin's Creed: Altair's Chronicles,DS,0.05,0.03,,0.01,0.0
MLB SlugFest 20-04,GC,0.04,0.03,,0.01,0.0
The Ant Bully,GBA,0.04,0.03,,0.01,0.0
Scaler,GC,0.04,0.03,,0.01,0.0
Company of Heroes,PC,0.04,,,0.04,0.0
Supreme Commander,PC,0.04,,,0.04,0.01
James Cameron's Avatar: The Game,PC,0.04,,,0.04,0.0
Pocket Pool,PSP,0.04,0.04,,,0.0
Sine Mora EX,NS,0.04,,,0.04,0.0
Empire Earth III,PC,0.04,,,0.03,0.0
Rhapsody: A Musical Adventure,PS,0.04,0.02,,0.01,0.0
East India Company,PC,0.04,0.03,,0.0,0.0
Patrician IV,PC,0.04,0.03,,0.0,0.0
Boktai 2: Solar Boy Django,GBA,0.04,0.03,,0.01,0.0
Supreme Commander: Forged Alliance,PC,0.04,0.01,,0.02,0.0
Tropico 3,PC,0.04,,,0.04,0.01
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,0.04,,0.04,,
Breath of Fire III,PSP,0.04,0.0,,0.03,0.01
Lost Sphear,NS,0.04,,0.02,0.02,0.0
Advance Guardian Heroes,GBA,0.04,0.03,,0.01,0.0
Langrisser: Re:Incarnation Tensei,3DS,0.04,0.03,0.01,,0.0
Chaos Wars,PS2,0.04,,0.04,,
Metal Gear Solid: Digital Graphic Novel,PSP,0.04,0.02,0.02,0.0,0.0
Bomberman: Act Zero,X360,0.04,0.04,,0.0,0.0
Fading Shadows,PSP,0.04,0.03,,0.0,0.0
Meteos: Disney Magic,DS,0.04,0.01,,0.02,0.0
Big Mutha Truckers,GBA,0.04,0.03,,0.01,0.0
Napoleon Dynamite: The Game,PSP,0.04,0.03,,,0.0
Steambot Chronicles,PS2,0.04,0.02,,0.01,0.0
Denki Blocks!,GBA,0.04,0.03,,0.01,0.0
Ballistic,PS,0.04,0.02,,0.01,0.0
GRID,PC,0.04,,,0.03,0.01
Chessmaster,GBA,0.04,0.03,,0.01,0.0
You Don't Know Jack,PC,0.04,0.04,,,0.0
Blade Strangers,NS,0.04,0.03,,,0.0
PlayStation Move Ape Escape,PS3,0.04,,,0.03,0.01
Pure Farming 2018,PS4,0.04,0.02,,0.01,0.01
Heatseeker,PSP,0.04,0.04,,,0.0
Assassin's Creed Rogue Remastered,XOne,0.04,,,0.03,0.0
Monster Boy and the Cursed Kingdom,NS,0.04,0.03,,,0.0
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,0.04,0.02,,0.02,0.0
RollerCoaster Tycoon,PC,0.04,0.02,,0.02,0.0
King Arthur,GC,0.04,0.03,,0.01,0.0
Doom,PC,0.04,0.04,,0.0,0.0
Dark Arena,GBA,0.04,0.03,,0.01,0.0
The Movies,PC,0.04,0.01,,0.03,0.0
Bionicle Heroes,Wii,0.04,0.03,,0.0,0.0
Halo: Combat Evolved,PC,0.04,0.02,,0.02,0.0
Conflict: Desert Storm II - Back to Bagdhad,GC,0.04,0.03,,0.01,0.0
Castle of Shikigami III,Wii,0.04,0.04,,,0.0
Wolfenstein,PC,0.04,0.01,,0.03,0.01
Jerry Rice and Nitus' Dog Football,Wii,0.04,0.04,,,0.0
Stoked: Big Air Edition,X360,0.04,0.02,,0.02,0.0
Evolution Skateboarding,GC,0.04,0.03,,0.01,0.0
Doom II,GBA,0.04,0.03,,0.01,0.0
Prey,PC,0.04,,,0.04,0.0
Metal Slug XX,PSP,0.04,0.03,,0.0,0.01
Tom Clancy's Ghost Recon Wildlands,PC,0.04,,,0.04,0.0
C.O.R.E.,DS,0.04,0.03,,,0.0
Mafia,PC,0.04,,,0.04,0.0
Trine 2: Director's Cut,WiiU,0.04,,,0.04,0.0
FIFA World Cup Germany 2006,DS,0.04,0.03,,0.0,0.0
Adidas Power Soccer,PS,0.04,0.02,,0.01,0.0
Aegis of Earth: Protonovus Assault,PS4,0.04,0.03,,0.01,0.01
Dead Head Fred,PSP,0.04,0.04,,0.0,0.0
The Invincible Iron Man,GBA,0.04,0.03,,0.01,0.0
Saints Row 2,PC,0.04,,,0.03,0.01
Astro Boy: The Video Game,PSP,0.04,0.04,,0.0,0.0
All Points Bulletin,PC,0.04,,,0.03,0.01
Justice League: Chronicles,GBA,0.04,0.03,,0.01,0.0
Grand Theft Auto: Vice City,PC,0.04,,,0.03,0.0
Catwoman,GBA,0.04,0.03,,0.01,0.0
Hot Potato!,GBA,0.04,0.03,,0.01,0.0
Dragon Ball: Advanced Adventure,GBA,0.04,0.03,,0.01,0.0
Max Payne,GBA,0.03,0.02,,0.01,0.0
Jet Grind Radio,GBA,0.03,0.02,,0.01,0.0
Bully: Scholarship Edition,PC,0.03,0.0,,0.02,0.0
Charlie Blasts Territory,N64,0.03,0.02,,0.01,0.0
Star Wars: The Force Unleashed II,PC,0.03,0.03,,,0.0
Gekido Advance: Kintaro's Revenge,GBA,0.03,0.02,,0.01,0.0
Castlevania: Lords of Shadow - Reverie,PSN,0.03,0.02,,0.0,0.0
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,0.03,0.02,,0.01,0.0
RoadKill,GC,0.03,0.02,,0.01,0.0
007: Quantum of Solace,PC,0.03,0.01,,0.01,0.0
Disney's Hide & Sneak,GC,0.03,0.03,,0.01,0.0
Red Faction: Guerrilla,PC,0.03,,,0.03,0.0
Max Payne 2: The Fall of Max Payne,PC,0.03,,,0.02,0.0
Greg Hastings' Tournament Paintball Max'd,GBA,0.03,0.02,,0.01,0.0
Gotcha Force,GC,0.03,0.01,0.01,0.0,0.0
Batman Forever: The Arcade Game,PS,0.03,0.02,,0.01,0.0
"Crouching Tiger, Hidden Dragon",GBA,0.03,0.02,,0.01,0.0
Code of  Princess EX,NS,0.03,0.02,0.01,,0.0
Hitman: Blood Money,PC,0.03,,,0.03,0.0
Radiant Silvergun,SAT,0.03,,0.03,,
S.T.A.L.K.E.R.: Clear Sky,PC,0.03,0.0,,0.03,0.0
Red Faction II,GC,0.03,0.03,,0.01,0.0
The Sum of All Fears,GC,0.03,0.03,,0.01,0.0
Ratatouille,PC,0.03,0.01,,0.01,0.0
Klonoa 2: Dream Champ Tournament,GBA,0.03,0.02,,0.01,0.0
Starshot: Space Circus Fever,N64,0.03,0.02,,0.01,0.0
CT Special Forces,GBA,0.03,0.02,,0.01,0.0
Dr. Muto,GC,0.03,0.02,,0.01,0.0
Earthworm Jim 2,GBA,0.03,0.02,,0.01,0.0
Alienators: Evolution Continues,GBA,0.03,0.03,,0.01,0.0
The Flintstones: Big Trouble in Bedrock,GBA,0.03,0.02,,0.01,0.0
Rayman 3: Hoodlum Havoc,PC,0.03,,,0.03,0.0
Disney's Aladdin,GBA,0.03,0.02,,0.01,0.0
Open Season,PS2,0.03,0.01,,0.01,0.0
Zero Escape: Virtue's Last Reward,3DS,0.03,0.03,,,0.0
Rabbids Land,WiiU,0.03,0.01,,0.01,0.0
Bookworm,GBA,0.03,0.02,,0.01,0.0
Hot Pixel,PSP,0.03,0.03,,0.0,0.0
Atomic Betty,GBA,0.03,0.02,,0.01,0.0
World of Goo,PC,0.03,,,0.03,0.01
Men of War,PC,0.03,0.01,,0.02,0.0
Homeworld 2,PC,0.03,,,0.03,0.0
Empire Earth II,PC,0.03,,,0.03,0.0
A Game of Thrones: Genesis,PC,0.03,,,0.03,0.0
Rise of Nations: Rise of Legends,PC,0.03,,,0.03,0.01
Railroad Tycoon 3,PC,0.03,,,0.03,0.0
World in Conflict,PC,0.03,,,0.03,0.0
Gauntlet / Rampart,GBA,0.03,0.02,,0.01,0.0
Syberia,PC,0.03,,,0.02,0.0
Tail Concerto,PS,0.03,0.02,,0.01,0.0
Backyard NFL Football 2006,GBA,0.03,0.02,,0.01,0.0
3D Baseball,PS,0.03,0.02,,0.01,0.0
Major League Baseball 2K8,PSP,0.03,0.03,,,0.0
FIFA World Cup: Germany 2006,GBA,0.03,0.02,,0.01,0.0
Elf Bowling 1 & 2,GBA,0.03,0.02,,0.01,0.0
Agony,PS4,0.03,0.02,,,0.0
Go! Go! Hypergrind,GC,0.03,0.02,,0.01,0.0
NBA 08,PSP,0.03,0.03,,,0.0
NBA 2K13,PC,0.03,0.0,,0.02,0.0
Cabela's Dangerous Hunts 2,GC,0.03,0.03,,0.01,0.0
Penny-Punching Princess,NS,0.03,0.03,,,0.0
Disney Sports Soccer,GBA,0.03,0.02,,0.01,0.0
NBA 2K7,XB,0.03,0.02,,0.01,0.0
Dave Mirra Freestyle BMX 3,GBA,0.03,0.02,,0.01,0.0
World Series of Poker: Tournament of Champions 2007 Edition,PS2,0.03,0.02,,0.01,0.0
Auto Modellista,GC,0.03,0.02,,0.01,0.0
Baldur's Gate: Dark Alliance,GBA,0.03,0.02,,0.01,0.0
Age of Conan: Rise of the Godslayer,PC,0.03,,,0.02,0.0
The Lost Child,NS,0.03,0.02,,,0.0
Metal Saga,PS2,0.03,0.01,,0.01,0.0
Guild Wars: Nightfall,PC,0.03,,,0.02,0.0
Driver: Parallel Lines,Wii,0.03,0.01,,0.01,0.0
Driven,GBA,0.03,0.02,,0.01,0.0
Graffiti Kingdom,PS2,0.03,0.01,,0.01,0.0
CIMA: The Enemy,GBA,0.03,0.02,,0.01,0.0
Planescape: Torment,PC,0.03,0.01,,0.02,0.0
Zatch Bell! Electric Arena,GBA,0.03,0.02,,0.01,0.0
Crimson Tears,PS2,0.03,0.02,,0.01,0.0
Astonishia Story,PSP,0.03,0.03,,0.0,0.0
SoulCalibur II(JP sales),XB,0.03,,0.03,,
Animal Boxing,DS,0.03,0.03,,,
Legend of the Dragon,PSP,0.03,0.03,,0.0,0.0
Guilty Gear XX Accent Core Plus,Wii,0.03,0.01,,0.02,0.0
NHL 07,XB,0.03,0.02,,0.01,0.0
Madden NFL 07,GBA,0.03,0.02,,0.01,0.0
Roadsters,PS,0.03,0.02,,0.01,0.0
Drome Racers,GBA,0.03,0.02,,0.01,0.0
Stardew Valley,XOne,0.03,0.02,,,0.0
Armored Core: Last Raven Portable,PSP,0.03,,0.03,,
Blazing Angels: Squadrons of WWII,PC,0.03,0.03,,0.0,0.0
Armored Core SL: Silent Line Portable,PSP,0.03,,0.03,,
Justice League Heroes: The Flash,GBA,0.03,0.02,,0.01,0.0
Charlie's Angels,GC,0.02,0.01,,0.0,0.0
Kong: The Animated Series,GBA,0.02,0.01,,0.0,0.0
Spider-Man: Web of Shadows,PC,0.02,,,0.02,0.0
Worldwide Soccer Manager 2007,PC,0.02,,,0.02,0.0
Adidas Power Soccer 98,PS,0.02,0.01,,0.01,0.0
Tenkai Knights: Brave Battle,3DS,0.02,0.01,0.0,0.01,0.0
Rule of Rose,PS2,0.02,0.01,,0.01,0.0
Viva Pinata,PC,0.02,,,0.02,0.0
Disney Sports Football,GBA,0.02,0.01,,0.01,0.0
Football Manager 2007,X360,0.02,,,0.01,0.0
Star Trek: Legacy,PC,0.02,,,0.01,0.0
Assetto Corsa,XOne,0.02,,,0.01,0.0
Top Gear RPM Tuning,XB,0.02,0.01,,0.0,0.0
Davis Cup Tennis,GBA,0.02,0.01,,0.0,0.0
Disney Sports Basketball,GBA,0.02,0.01,,0.0,0.0
F1 2002,GBA,0.02,0.01,,0.01,0.0
Fuel,PC,0.02,,,0.02,0.0
Need for Speed: Payback,PC,0.02,,,0.02,0.0
Test Drive Unlimited,PC,0.02,,,0.02,0.0
XGRA: Extreme G Racing Association,GC,0.02,0.02,,0.0,0.0
Bomberman Fantasy Race,PS,0.02,0.01,,0.01,0.0
Colin McRae Rally 2.0,GBA,0.02,0.02,,0.01,0.0
Speed Kings,GC,0.02,0.01,,0.0,0.0
Tube Slider,GC,0.02,0.02,,0.0,0.0
Kensei: Sacred Fist,PS,0.02,0.01,,0.01,0.0
Undertale,NS,0.02,,0.02,,
Bottom of the 9th '97,PS,0.02,0.01,,0.01,0.0
Lost Sphear,PS4,0.02,,0.02,,
Bugriders: The Race of Kings,PS,0.02,0.01,,0.01,0.0
DemiKids: Dark Version,GBA,0.02,0.02,,0.01,0.0
DemiKids: Light Version,GBA,0.02,0.02,,0.01,0.0
Neverwinter Nights 2,PC,0.02,,,0.02,0.0
Mount & Blade,PC,0.02,,,0.02,0.0
Star Trek Online,PC,0.02,,,0.02,0.0
Fallen Legion: Rise to Glory,NS,0.02,0.01,,,0.0
Two Worlds,PC,0.02,,,0.02,
Car Battler Joe,GBA,0.02,0.01,,0.01,0.0
République,PS4,0.02,,0.01,0.01,0.0
Aedis Eclipse: Generation of Chaos,PSP,0.02,0.02,,,0.0
Ceville,PC,0.02,,,0.02,0.0
Gal Metal!,NS,0.02,0.01,0.01,,0.0
Tycoon City: New York,PC,0.02,,,0.02,0.0
Future Tactics: The Uprising,GC,0.02,0.02,,0.0,0.0
Goblin Commander: Unleash the Horde,GC,0.02,0.01,,0.0,0.0
Stronghold Crusader Extreme,PC,0.02,,,0.02,0.0
Demigod,PC,0.02,,,0.02,0.0
The Lord of the Rings: The Battle for Middle-Earth II,PC,0.02,0.01,,0.01,0.0
Trapped Dead,PC,0.02,,,0.02,0.0
"Warhammer 40,000: Dawn of War: Soulstorm",PC,0.02,,,0.02,0.0
Mario vs. Donkey Kong: Tipping Stars,WiiU,0.02,,0.02,,
ZooCube,GC,0.02,0.02,,0.0,0.0
Crime Scene,DS,0.02,,,0.02,0.0
Barbie as the Princess and the Pauper,GBA,0.02,0.01,,0.0,0.0
Still Life 2,PC,0.02,,,0.02,0.0
Runner3,NS,0.02,0.02,,,0.0
Ruff Trigger: The Vanocore Conspiracy,PS2,0.02,0.01,,0.01,0.0
The Incredibles: Rise of the Underminer,PC,0.02,0.01,,,0.0
Blender Bros.,GBA,0.02,0.02,,0.01,0.0
Ice Age: Dawn of the Dinosaurs,PC,0.02,0.02,,0.0,0.0
Spider-Man 3,PC,0.02,0.02,,0.0,0.0
Syberia II,PC,0.02,,,0.01,0.0
Terminator 3: The Redemption,GC,0.02,0.02,,0.0,0.0
Kill.switch,GBA,0.02,0.02,,0.01,0.0
Brothers in Arms: Hell's Highway,PC,0.02,,,0.02,0.0
The Haunted: Hell's Reach,PC,0.02,0.02,,,0.0
Dead to Rights,GBA,0.02,0.01,,0.0,0.0
AirForce Delta Storm,GBA,0.02,0.02,,0.01,0.0
Sniper Elite V2,WiiU,0.02,,,0.02,0.0
Dark Void,PC,0.02,,,0.01,0.0
Quake 4,PC,0.02,,,0.02,0.0
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,0.02,0.02,,0.01,0.0
Chicken Hunter,DS,0.02,0.02,,,0.0
Max Payne,PC,0.02,,,0.02,0.0
Legendary,PC,0.02,,,0.02,0.0
Dinotopia: The Sunstone Odyssey,GC,0.02,0.01,,0.0,0.0
LEGO Star Wars: The Video Game,PC,0.02,,,0.01,0.0
Mission: Impossible - Operation Surma,GC,0.02,0.01,,0.0,0.0
Games Explosion!,GBA,0.02,0.01,,0.0,0.0
LEGO Star Wars II: The Original Trilogy,PC,0.02,,,0.01,0.0
Just Cause,PS2,0.02,0.01,,0.01,0.0
Yoku's Island Express,XOne,0.02,0.01,,,0.0
Unreal Tournament 2004,PC,0.02,,,0.02,0.0
Trigger Man,GC,0.02,0.01,,0.0,0.0
Gears of War,PC,0.02,0.0,,0.01,0.0
Sniper Elite,PC,0.02,,,0.01,0.0
Tomb Raider: Legend,PC,0.02,,,0.02,0.0
Just Cause,PC,0.02,,,0.01,0.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,0.02,0.02,,0.01,0.0
The Lord of the Rings: Conquest,PC,0.02,0.0,,0.02,0.0
Trine,PC,0.01,,,0.01,0.0
Banjo-Kazooie,XBL,0.01,,,0.01,0.0
Kao the Kangaroo,GBA,0.01,0.01,,0.0,0.0
Spider-Man: Friend or Foe,PC,0.01,0.01,,0.0,0.0
Grand Theft Auto III,PC,0.01,,,0.01,0.0
Blackthorne,GBA,0.01,0.01,,0.0,0.0
E.T. The Extra-Terrestrial,GBA,0.01,0.01,,0.0,0.0
Aquaman: Battle for Atlantis,GC,0.01,0.01,,0.0,0.0
Yoku's Island Express,NS,0.01,0.01,,,0.0
James Bond 007: Blood Stone,PC,0.01,0.01,,,0.0
Bruce Lee: Return of the Legend,GBA,0.01,0.01,,0.0,0.0
Yoku's Island Express,PS4,0.01,0.01,,,0.0
Carmageddon 64,N64,0.01,0.01,,,0.0
Devil May Cry 3: Dante's Awakening Special Edition,PC,0.01,,,0.01,0.0
Hugo: The Evil Mirror,GBA,0.01,0.01,,0.0,0.0
Battle B-Daman,GBA,0.01,0.0,,0.0,0.0
Puyo Pop Fever,GC,0.01,0.01,,0.0,0.0
Capcom Puzzle World,PSP,0.01,0.01,,0.0,0.0
Zuma's Revenge!,PC,0.01,0.01,,,0.0
Lionheart: Kings' Crusade,PC,0.01,,,0.01,0.0
Shogun: Total War,PC,0.01,0.0,,0.01,0.0
Command & Conquer: Generals,PC,0.01,0.01,,0.0,0.0
MetropolisMania 2,PS2,0.01,0.0,,0.0,0.0
Zoo Tycoon 2: Extinct Animals,PC,0.01,0.01,,0.0,0.0
STORM: Frontline Nation,PC,0.01,,,0.01,0.0
Hospital Tycoon,PC,0.01,,,0.01,0.0
Battlestations: Midway,PC,0.01,,,0.01,0.0
Command & Conquer 4: Tiberian Twilight,PC,0.01,,,0.01,0.0
Dr. Sudoku,GBA,0.01,0.0,,0.0,0.0
bit Generations: Dialhex,GBA,0.01,,0.01,,0.0
Musynx,NS,0.01,0.01,,,0.0
Buzz! Quiz World,PSP,0.01,,,0.0,0.0
Happy Birthdays,NS,0.01,0.01,,,0.0
Dawn of Discovery: Venice,PC,0.01,,,0.0,0.0
After Burner: Black Falcon,PSP,0.01,0.01,,0.0,0.0
Street Cleaning Simulator,PC,0.01,,,0.01,
SimCity 3000 Unlimited,PC,0.01,0.01,,,0.0
Flipping Death,NS,0.01,0.01,,,0.0
Aliens versus Predator,PC,0.01,,,0.01,0.0
Defender,GBA,0.01,0.0,,0.0,0.0
Duke Nukem Advance,GBA,0.01,0.0,,0.0,0.0
Grooverider: Slot Car Thunder,GC,0.01,0.01,,0.0,0.0
DiRT 4,PC,0.01,,,0.01,0.0
Freekstyle,GBA,0.01,0.01,,0.0,0.0
Army Men: Air Combat - The Elite Missions,GC,0.01,0.01,,0.0,0.0
The Chronicles of Riddick: Assault on Dark Athena,PC,0.01,,,0.01,0.0
CT Special Forces 2: Back in the Trenches,GBA,0.01,0.01,,0.0,0.0
Deus Ex,PC,0.01,,,0.01,0.0
Call of Duty,PC,0.01,,,0.01,0.0
Call of Juarez,PC,0.01,,,0.01,0.0
Unreal Tournament 2003,PC,0.01,,,0.01,0.0
BlowOut,GC,0.01,0.01,,0.0,0.0
Space Raiders,GC,0.01,0.01,,0.0,0.0
Clive Barker's Jericho,PC,0.01,,,0.01,0.0
Breach,PC,0.01,0.01,,,0.0
Captain Rainbow,Wii,0.01,,0.01,,
Harry Potter and the Goblet of Fire,PC,0.01,,,0.01,0.0
The City of Lost Children,PS,0.01,0.0,,0.0,0.0
Pirates of Black Cove,PC,0.01,,,0.01,0.0
bit Generations: Dotstream,GBA,0.01,,0.01,,0.0
Fast Racing Neo,WiiU,0.01,,,0.01,0.0
Pocket Racers,PSP,0.01,0.01,,,0.0
Karnaaj Rally,GBA,0.01,0.01,,0.0,0.0
Full Auto 2: Battlelines,PSP,0.01,0.0,,0.0,0.0
Aggressive Inline,GBA,0.01,0.0,,0.0,0.0
Top Spin 2,GBA,0.01,0.0,,0.0,0.0
