game_id,na_sales,jp_sales,pal_sales,other_sales,total_sales
667,0.61,0.02,0.38,0.1,1.11
668,0.9,,0.13,0.09,1.11
669,0.71,,0.06,0.35,1.11
670,0.35,0.13,0.55,0.07,1.1
671,0.62,,0.38,0.1,1.1
672,0.53,,0.39,0.17,1.1
673,0.31,0.03,0.57,0.19,1.1
674,0.75,,0.25,0.1,1.1
675,0.53,0.03,0.42,0.11,1.09
676,0.59,,0.39,0.11,1.09
677,0.75,,0.18,0.16,1.09
678,0.31,0.45,0.22,0.11,1.09
679,0.51,,0.41,0.17,1.09
680,0.82,0.01,0.17,0.09,1.09
681,1.02,,0.05,0.02,1.09
682,0.78,,0.29,0.02,1.09
683,0.54,0.01,0.33,0.22,1.09
684,0.43,,0.41,0.24,1.09
685,0.24,,0.54,0.3,1.08
686,0.64,0.04,0.28,0.12,1.08
687,0.77,,0.29,0.02,1.08
688,0.6,,0.41,0.07,1.08
689,0.26,,0.69,0.12,1.08
690,0.68,0.19,0.18,0.03,1.08
691,0.29,0.08,0.52,0.2,1.08
692,0.03,0.51,0.46,0.08,1.08
693,0.28,0.03,0.5,0.27,1.08
694,0.77,,0.29,0.02,1.08
695,0.66,0.0,0.3,0.1,1.07
696,0.53,0.01,0.42,0.11,1.07
697,0.89,,0.03,0.15,1.07
698,0.1,,0.63,0.34,1.07
699,0.49,0.09,0.34,0.15,1.07
700,0.17,0.77,0.12,0.02,1.07
701,0.79,0.03,0.18,0.08,1.07
702,0.86,,0.12,0.09,1.07
703,0.6,,0.37,0.1,1.07
704,0.28,,0.58,0.21,1.07
705,0.96,,0.03,0.08,1.07
706,0.47,0.03,0.41,0.17,1.07
707,0.43,0.09,0.46,0.09,1.06
708,0.65,0.01,0.3,0.1,1.06
709,0.49,,0.39,0.17,1.06
710,0.44,0.01,0.52,0.08,1.06
711,0.88,,0.04,0.14,1.06
712,0.55,,0.4,0.11,1.06
713,0.76,,0.28,0.02,1.06
714,0.28,,0.65,0.13,1.06
715,0.52,,0.4,0.14,1.06
716,0.67,0.01,0.28,0.1,1.06
717,0.27,0.01,0.58,0.2,1.06
718,0.52,,0.51,0.02,1.05
719,0.56,0.05,0.26,0.17,1.05
720,0.16,,0.66,0.23,1.05
721,0.91,,0.11,0.03,1.05
722,0.43,,0.51,0.11,1.05
723,0.63,0.0,0.32,0.1,1.05
724,0.46,0.2,0.31,0.09,1.05
725,0.81,,0.11,0.13,1.05
726,0.95,0.01,0.02,0.08,1.05
727,0.59,0.01,0.35,0.09,1.04
728,0.41,,0.46,0.18,1.04
729,0.31,0.05,0.5,0.17,1.04
730,0.58,,0.4,0.07,1.04
731,0.53,,0.46,0.05,1.04
732,0.47,,0.34,0.23,1.04
733,0.54,,0.39,0.11,1.04
734,0.5,0.31,0.2,0.03,1.04
735,0.16,0.0,0.58,0.3,1.04
736,0.44,0.45,0.12,0.03,1.04
737,0.54,,0.4,0.1,1.04
738,0.56,0.01,0.37,0.1,1.04
739,0.75,,0.18,0.1,1.03
740,0.56,0.01,0.32,0.14,1.03
741,0.77,,0.22,0.04,1.03
742,0.96,,0.07,,1.03
743,0.32,0.26,0.36,0.08,1.03
744,0.44,,0.43,0.17,1.03
745,0.73,0.01,0.26,0.03,1.02
746,0.61,0.01,0.32,0.08,1.02
747,0.93,,0.01,0.08,1.02
748,0.97,,0.03,0.03,1.02
749,0.93,,0.01,0.08,1.02
750,0.52,,0.41,0.09,1.01
751,0.88,,0.02,0.11,1.01
752,0.12,0.05,0.65,0.18,1.01
753,0.54,0.02,0.34,0.1,1.01
754,0.91,0.0,0.02,0.08,1.01
755,0.37,0.04,0.52,0.09,1.01
756,0.65,0.19,0.15,0.01,1.0
757,0.51,,0.41,0.09,1.0
758,0.33,0.01,0.5,0.16,1.0
759,0.29,0.46,0.19,0.07,1.0
760,0.57,0.01,0.33,0.09,1.0
761,0.93,,,0.07,1.0
762,0.94,,,0.06,1.0
763,0.73,0.0,0.16,0.1,0.99
764,0.65,0.0,0.24,0.09,0.99
765,0.27,0.0,0.53,0.19,0.99
766,0.52,,0.28,0.19,0.99
767,0.28,0.64,0.05,0.03,0.99
768,0.77,,0.2,0.03,0.99
769,0.49,0.02,0.33,0.15,0.99
770,0.55,,0.38,0.06,0.99
771,0.76,,0.2,0.03,0.99
772,0.34,0.06,0.44,0.15,0.98
773,0.27,,0.56,0.14,0.98
774,0.86,0.01,0.03,0.07,0.98
775,0.02,0.19,0.53,0.25,0.98
776,0.02,,0.88,0.07,0.98
777,0.38,0.06,0.4,0.15,0.98
778,0.23,,0.64,0.11,0.98
779,0.29,0.38,0.23,0.08,0.98
780,0.0,,0.93,0.04,0.97
781,0.46,0.51,,,0.97
782,0.62,,0.26,0.09,0.97
783,0.59,,0.29,0.09,0.97
784,0.75,,0.19,0.03,0.97
785,0.49,0.29,0.18,0.01,0.97
786,0.6,,0.27,0.09,0.96
787,0.36,,0.44,0.16,0.96
788,0.64,,0.15,0.17,0.96
789,0.36,,0.44,0.16,0.96
790,0.38,0.26,0.25,0.07,0.96
791,0.47,,0.41,0.09,0.96
792,0.4,0.13,0.36,0.07,0.96
793,0.3,,0.43,0.22,0.96
794,0.24,0.01,0.53,0.17,0.95
795,0.29,0.2,0.34,0.12,0.95
796,0.36,,0.45,0.15,0.95
797,0.34,0.36,0.16,0.09,0.95
798,0.26,0.46,0.17,0.06,0.95
799,0.54,0.0,0.32,0.09,0.95
800,0.74,,0.19,0.03,0.95
801,0.41,0.31,0.18,0.06,0.95
802,0.45,,0.34,0.15,0.94
803,0.69,,0.17,0.08,0.94
804,0.87,,,0.07,0.94
805,0.54,,0.27,0.12,0.94
806,0.1,0.71,0.07,0.06,0.94
807,0.73,,0.19,0.03,0.94
808,0.57,,0.33,0.04,0.94
809,0.46,,0.36,0.12,0.94
810,0.54,,0.27,0.13,0.94
811,0.39,,0.4,0.15,0.94
812,0.86,,,0.06,0.93
813,0.82,,,0.11,0.93
814,0.59,,0.26,0.09,0.93
815,0.72,,0.19,0.03,0.93
816,0.67,,0.17,0.09,0.93
817,0.36,0.02,0.45,0.1,0.93
818,0.44,0.39,0.05,0.05,0.93
819,0.53,0.27,0.09,0.05,0.93
820,0.51,0.09,0.25,0.08,0.93
821,0.4,,0.43,0.1,0.93
822,0.43,0.16,0.25,0.07,0.92
823,0.16,,0.58,0.18,0.92
824,0.3,0.21,0.33,0.08,0.92
825,0.2,0.04,0.47,0.2,0.92
826,0.45,,0.35,0.12,0.92
827,0.63,0.02,0.2,0.08,0.92
828,0.12,0.66,0.08,0.06,0.92
829,0.58,,0.26,0.08,0.92
830,0.75,,,0.17,0.92
831,0.51,0.01,0.32,0.08,0.92
832,0.55,,0.21,0.16,0.92
833,0.28,0.02,0.51,0.11,0.92
834,0.51,,0.35,0.06,0.92
835,0.37,,0.48,0.07,0.92
836,0.23,0.05,0.46,0.17,0.91
837,0.34,,0.47,0.1,0.91
838,0.25,0.46,0.14,0.06,0.91
839,0.48,0.02,0.32,0.09,0.91
840,0.02,0.02,0.8,0.07,0.91
841,0.58,0.01,0.24,0.09,0.91
842,0.01,,0.84,0.06,0.91
843,0.26,0.03,0.48,0.14,0.91
844,0.66,0.04,0.12,0.09,0.9
845,0.68,,0.15,0.08,0.9
846,0.34,0.07,0.36,0.14,0.9
847,0.45,0.11,0.26,0.08,0.9
848,0.62,,0.24,0.04,0.9
849,0.32,0.04,0.4,0.15,0.9
850,0.73,,0.1,0.07,0.9
851,0.32,,0.43,0.15,0.9
852,0.27,0.05,0.36,0.22,0.9
853,0.75,,0.03,0.12,0.9
854,0.5,,0.34,0.06,0.9
855,0.74,0.01,0.03,0.12,0.9
856,0.43,,0.38,0.1,0.9
857,0.22,,0.44,0.24,0.9
858,0.42,,0.34,0.15,0.9
859,0.44,,0.28,0.19,0.9
860,0.3,0.3,0.23,0.05,0.89
861,0.27,,0.48,0.14,0.89
862,0.74,,0.03,0.12,0.89
863,0.42,0.0,0.33,0.14,0.89
864,0.41,0.01,0.37,0.09,0.89
865,0.56,,0.25,0.08,0.89
866,0.42,0.3,0.16,0.02,0.89
867,0.21,0.46,0.13,0.09,0.89
868,0.62,,0.24,0.03,0.89
869,0.38,,0.36,0.14,0.89
870,0.33,0.12,0.31,0.13,0.89
871,0.83,,,0.06,0.89
872,0.28,,0.54,0.07,0.89
873,0.28,,0.47,0.13,0.88
874,0.44,0.0,0.35,0.08,0.88
875,0.55,0.0,0.24,0.08,0.88
876,0.73,,0.09,0.06,0.88
877,0.15,,0.62,0.11,0.88
878,0.35,0.01,0.38,0.15,0.88
879,0.18,0.01,0.59,0.1,0.88
880,0.01,,0.79,0.08,0.88
881,0.5,0.01,0.29,0.08,0.88
882,0.3,0.3,0.2,0.06,0.87
883,0.73,,0.03,0.12,0.87
884,0.59,,0.21,0.07,0.87
885,0.25,0.2,0.37,0.05,0.87
886,0.01,,0.8,0.06,0.87
887,0.29,0.02,0.4,0.16,0.87
888,0.48,0.01,0.29,0.09,0.87
889,0.38,,0.4,0.09,0.87
890,0.46,0.12,0.22,0.06,0.87
891,0.62,0.0,0.18,0.07,0.87
892,0.47,0.0,0.3,0.09,0.87
893,0.33,0.01,0.44,0.09,0.87
894,0.32,0.12,0.26,0.17,0.87
895,0.72,,0.03,0.12,0.87
896,0.38,0.01,0.4,0.08,0.87
897,0.35,0.08,0.37,0.06,0.87
898,0.31,0.19,0.32,0.06,0.87
899,0.35,0.21,0.24,0.06,0.86
900,0.47,,0.31,0.07,0.86
901,0.12,,0.52,0.23,0.86
902,0.01,0.12,0.72,0.01,0.86
903,0.35,0.01,0.37,0.13,0.85
904,0.31,,0.0,0.53,0.85
905,0.22,0.18,0.34,0.12,0.85
906,0.79,,,0.06,0.85
907,0.14,0.57,0.09,0.06,0.85
908,0.7,,0.06,0.09,0.85
909,0.12,,0.63,0.11,0.85
910,0.32,0.02,0.42,0.09,0.85
911,0.52,0.08,0.16,0.1,0.85
912,0.6,0.2,,0.05,0.85
913,0.44,0.02,0.3,0.09,0.85
914,0.44,0.01,0.27,0.13,0.85
915,0.6,,0.22,0.01,0.84
916,0.34,,0.36,0.14,0.84
917,0.74,,0.04,0.06,0.84
918,0.75,0.01,0.01,0.07,0.84
919,0.35,0.05,0.37,0.07,0.84
920,0.34,0.15,0.29,0.06,0.84
921,0.24,0.39,0.16,0.05,0.84
922,0.46,0.01,0.25,0.12,0.84
923,0.65,,0.17,0.02,0.84
924,0.65,,0.17,0.02,0.84
925,0.68,,,0.16,0.84
926,0.46,0.02,0.28,0.08,0.84
927,0.69,,0.06,0.09,0.83
928,0.45,,0.3,0.08,0.83
929,0.55,,0.2,0.08,0.83
930,0.58,0.0,0.17,0.07,0.83
931,0.4,0.05,0.26,0.12,0.83
932,0.46,,0.31,0.05,0.83
933,0.77,,0.03,0.04,0.83
934,0.67,,0.07,0.09,0.83
935,0.37,,0.34,0.13,0.83
936,0.43,0.11,0.19,0.1,0.83
937,0.78,,,0.06,0.83
938,0.52,,0.25,0.07,0.83
939,0.3,0.04,0.35,0.14,0.83
940,0.32,0.05,0.32,0.14,0.83
941,0.44,,0.31,0.08,0.83
942,,0.83,,,0.83
943,0.65,,0.12,0.06,0.83
944,0.41,0.01,0.33,0.09,0.83
945,0.46,,0.21,0.15,0.82
946,0.64,,0.17,0.02,0.82
947,0.68,,0.11,0.03,0.82
948,0.19,,0.42,0.22,0.82
949,0.22,0.05,0.42,0.12,0.82
950,0.25,0.01,0.43,0.12,0.82
951,0.69,,0.03,0.11,0.82
952,0.33,0.07,0.25,0.17,0.82
953,0.4,0.03,0.25,0.14,0.82
954,0.2,0.3,0.27,0.04,0.82
955,0.06,0.66,0.04,0.05,0.81
956,0.12,0.03,0.58,0.08,0.81
957,0.75,,,0.06,0.81
958,0.4,,0.31,0.1,0.81
959,0.63,,0.16,0.02,0.81
960,0.68,,0.12,0.01,0.81
961,0.6,,0.07,0.15,0.81
962,0.53,0.13,0.1,0.05,0.81
963,,0.25,0.53,0.03,0.81
964,0.48,0.0,0.25,0.08,0.81
965,0.31,,0.36,0.12,0.8
966,0.52,,0.2,0.07,0.8
967,0.43,,0.3,0.07,0.8
968,0.45,,0.3,0.05,0.8
969,0.37,0.14,0.23,0.06,0.8
970,0.68,,0.09,0.02,0.8
971,0.32,0.0,0.39,0.09,0.8
972,0.62,,0.16,0.02,0.8
973,0.19,,0.39,0.22,0.8
974,0.04,0.26,0.33,0.17,0.8
975,0.45,0.0,0.27,0.07,0.79
976,,0.74,,0.05,0.79
977,0.17,,0.51,0.11,0.79
978,0.61,,0.16,0.02,0.79
979,0.44,0.01,0.27,0.07,0.79
980,0.47,0.01,0.23,0.08,0.79
981,0.51,,0.21,0.07,0.79
982,0.6,,0.16,0.02,0.78
983,0.33,,0.33,0.12,0.78
984,0.45,0.02,0.24,0.07,0.78
985,0.07,0.03,0.56,0.11,0.78
986,0.24,0.01,0.33,0.19,0.78
987,0.4,,0.31,0.07,0.78
988,0.43,0.01,0.27,0.07,0.78
989,0.42,,0.25,0.11,0.78
990,0.65,,0.02,0.11,0.78
991,0.49,,0.19,0.1,0.78
992,0.47,,0.23,0.08,0.78
993,0.38,0.03,0.3,0.08,0.78
994,0.38,,0.32,0.08,0.78
995,0.49,0.01,0.19,0.09,0.78
996,0.53,,0.19,0.06,0.78
997,0.67,0.01,0.04,0.06,0.78
998,0.3,,0.41,0.06,0.77
999,0.42,0.08,0.21,0.07,0.77
1000,0.38,,0.24,0.16,0.77
1001,0.37,,0.32,0.07,0.77
1002,0.53,,0.18,0.06,0.77
1003,0.37,0.11,0.19,0.1,0.77
1004,0.21,0.38,0.14,0.04,0.77
1005,0.53,,0.22,0.02,0.77
1006,0.38,,0.29,0.1,0.77
1007,0.45,0.14,0.17,0.01,0.77
1008,0.34,,0.35,0.08,0.77
1009,0.12,,0.56,0.1,0.77
1010,0.71,,0.0,0.06,0.77
1011,0.43,,0.29,0.05,0.77
1012,0.23,0.03,0.32,0.19,0.77
1013,0.3,0.03,0.38,0.07,0.77
1014,0.38,0.08,0.24,0.06,0.76
1015,0.3,,0.4,0.06,0.76
1016,0.36,0.01,0.31,0.08,0.76
1017,0.61,,0.12,0.03,0.76
1018,0.31,0.13,0.24,0.08,0.76
1019,0.37,,0.04,0.36,0.76
1020,0.32,0.0,0.35,0.08,0.76
1021,0.59,,0.16,0.01,0.76
1022,0.41,,0.23,0.12,0.76
1023,0.14,0.22,0.32,0.09,0.76
1024,,0.76,,,0.76
1025,0.28,,0.4,0.08,0.76
1026,0.41,,0.27,0.07,0.76
1027,0.33,,0.31,0.11,0.76
1028,0.26,0.27,0.19,0.04,0.76
1029,0.28,,0.38,0.08,0.75
1030,0.17,0.01,0.46,0.12,0.75
1031,0.21,,0.0,0.54,0.75
1032,0.66,,0.03,0.06,0.75
1033,0.3,0.13,0.24,0.08,0.75
1034,0.18,0.06,0.47,0.05,0.75
1035,0.69,,0.0,0.06,0.75
1036,0.42,,0.2,0.13,0.75
1037,0.22,0.3,0.17,0.06,0.75
1038,0.46,0.01,0.2,0.07,0.75
1039,0.37,,0.25,0.13,0.75
1040,0.29,0.01,0.32,0.13,0.75
1041,0.28,,0.29,0.17,0.75
1042,0.28,,0.39,0.08,0.75
1043,0.41,,0.2,0.14,0.75
1044,0.38,,0.26,0.11,0.75
1045,0.18,0.06,0.38,0.14,0.75
1046,0.43,,0.24,0.07,0.74
1047,0.3,0.22,0.16,0.07,0.74
1048,0.31,,0.31,0.12,0.74
1049,0.29,,0.37,0.08,0.74
1050,0.33,0.02,0.27,0.12,0.74
1051,0.49,,0.16,0.09,0.74
1052,0.2,0.24,0.22,0.08,0.74
1053,0.32,0.19,0.18,0.05,0.74
1054,0.35,,0.33,0.06,0.74
1055,0.67,,0.01,0.06,0.74
1056,0.41,0.01,0.21,0.1,0.74
1057,0.39,0.01,0.27,0.06,0.74
1058,0.42,,0.24,0.07,0.73
1059,0.49,,0.17,0.06,0.73
1060,0.47,0.17,0.02,0.08,0.73
1061,0.29,0.01,0.32,0.12,0.73
1062,0.36,0.02,0.29,0.06,0.73
1063,0.28,0.22,0.15,0.07,0.73
1064,0.67,,,0.06,0.73
1065,0.67,,,0.06,0.73
1066,0.61,,0.07,0.05,0.73
1067,0.68,,,0.05,0.73
1068,0.59,,,0.14,0.73
1069,0.16,,0.45,0.12,0.73
1070,0.66,,,0.06,0.72
1071,0.36,,0.29,0.07,0.72
1072,0.27,0.27,0.14,0.04,0.72
1073,0.28,,0.37,0.07,0.72
1074,0.22,0.02,0.37,0.12,0.72
1075,0.11,0.01,0.5,0.09,0.72
1076,0.52,,0.14,0.06,0.72
1077,0.56,,0.15,0.02,0.72
1078,0.35,,0.3,0.07,0.72
1079,0.36,0.32,0.0,0.03,0.72
1080,0.19,,0.53,,0.72
1081,0.32,,0.32,0.07,0.72
1082,0.6,,0.02,0.1,0.72
1083,0.62,,0.04,0.06,0.72
1084,0.6,,0.04,0.07,0.71
1085,0.65,,0.0,0.06,0.71
1086,0.39,0.17,0.09,0.06,0.71
1087,0.35,,0.27,0.09,0.71
1088,0.42,,0.15,0.15,0.71
1089,0.55,,0.14,0.02,0.71
1090,0.49,0.07,0.13,0.02,0.71
1091,0.26,0.01,0.32,0.11,0.71
1092,0.22,0.02,0.36,0.11,0.71
1093,0.55,,0.14,0.02,0.71
1094,0.3,0.2,0.15,0.06,0.71
1095,0.49,,0.2,0.02,0.71
1096,0.23,0.01,0.4,0.07,0.71
1097,0.39,,0.27,0.05,0.71
1098,0.53,,0.15,0.03,0.71
1099,0.39,0.0,0.25,0.06,0.71
1100,0.14,,0.38,0.19,0.71
1101,0.24,0.22,0.2,0.04,0.71
1102,0.5,,0.19,0.01,0.7
1103,0.34,,0.27,0.09,0.7
1104,0.35,,0.21,0.14,0.7
1105,0.34,,0.27,0.09,0.7
1106,0.25,0.0,0.37,0.07,0.7
1107,0.29,,0.32,0.09,0.7
1108,0.41,,0.22,0.06,0.7
1109,0.39,,0.24,0.06,0.7
1110,0.14,0.39,0.15,0.03,0.7
1111,0.47,,0.16,0.08,0.7
1112,0.48,,0.19,0.03,0.7
1113,0.04,0.58,0.03,0.05,0.7
1114,0.5,,0.19,0.01,0.7
1115,0.54,,0.14,0.02,0.7
1116,0.13,,0.49,0.08,0.7
1117,0.52,0.12,0.01,0.05,0.7
1118,0.5,,0.18,0.01,0.7
1119,0.23,0.3,0.14,0.04,0.7
1120,0.55,,0.1,0.05,0.7
1121,0.37,0.17,0.14,0.01,0.7
1122,0.54,,0.14,0.02,0.7
1123,0.18,0.02,0.37,0.12,0.7
1124,0.28,,0.3,0.12,0.7
1125,0.58,,0.02,0.09,0.69
1126,0.38,,0.25,0.07,0.69
1127,0.23,,0.4,0.05,0.69
1128,0.33,0.33,,0.03,0.69
1129,0.52,0.01,0.08,0.08,0.69
1130,0.23,0.24,0.17,0.04,0.69
1131,0.53,,0.14,0.02,0.69
1132,0.38,0.01,0.24,0.06,0.69
1133,0.54,,0.13,0.02,0.69
1134,0.26,0.26,0.01,0.17,0.69
1135,0.53,,0.14,0.02,0.69
1136,0.17,,0.4,0.12,0.69
1137,0.42,,0.21,0.06,0.69
1138,0.64,,0.0,0.05,0.69
1139,0.34,,0.25,0.1,0.69
1140,0.36,0.0,0.27,0.06,0.69
1141,0.25,0.22,0.17,0.04,0.68
1142,0.51,,0.11,0.06,0.68
1143,0.34,,0.26,0.09,0.68
1144,0.1,0.04,0.45,0.1,0.68
1145,0.23,0.2,0.18,0.06,0.68
1146,0.32,,0.25,0.11,0.68
1147,0.38,,0.26,0.04,0.68
1148,0.25,0.03,0.35,0.05,0.68
1149,0.15,0.38,0.1,0.04,0.68
1150,0.3,0.0,0.32,0.06,0.68
1151,0.21,0.28,0.11,0.08,0.68
1152,0.5,,0.08,0.09,0.67
1153,,,0.59,0.07,0.67
1154,0.38,0.01,0.22,0.06,0.67
1155,0.37,,0.25,0.04,0.67
1156,0.12,,0.52,0.02,0.67
1157,0.33,,0.24,0.1,0.67
1158,0.19,0.31,0.13,0.04,0.67
1159,0.2,,0.36,0.12,0.67
1160,0.38,,0.23,0.06,0.67
1161,0.35,,0.22,0.1,0.67
1162,0.26,,0.36,0.05,0.67
1163,0.37,,0.24,0.06,0.67
1164,0.48,,0.18,0.01,0.67
1165,0.02,,0.54,0.11,0.67
1166,0.26,0.02,0.29,0.11,0.67
1167,0.16,,0.4,0.11,0.66
1168,0.43,,0.2,0.03,0.66
1169,0.22,0.42,0.01,0.02,0.66
1170,0.17,0.3,0.13,0.05,0.66
1171,0.37,,0.25,0.04,0.66
1172,0.37,,0.25,0.04,0.66
1173,0.01,,0.64,0.02,0.66
1174,0.33,,0.2,0.14,0.66
1175,0.06,,0.49,0.12,0.66
1176,0.31,0.01,0.24,0.1,0.66
1177,0.06,0.55,0.03,0.01,0.66
1178,0.42,0.01,0.17,0.05,0.66
1179,0.22,,0.28,0.16,0.66
1180,0.47,,0.17,0.01,0.66
1181,0.52,,0.13,0.02,0.66
1182,0.15,0.01,0.4,0.1,0.66
1183,0.33,,0.23,0.1,0.66
1184,0.51,,0.1,0.06,0.66
1185,0.35,,0.18,0.13,0.65
1186,0.41,0.12,0.11,0.02,0.65
1187,0.29,,0.22,0.14,0.65
1188,0.23,0.03,0.33,0.05,0.65
1189,0.23,,0.27,0.16,0.65
1190,0.36,,0.25,0.04,0.65
1191,0.33,,0.25,0.07,0.65
1192,0.47,,0.17,0.01,0.65
1193,0.29,0.01,0.28,0.07,0.65
1194,0.19,,0.41,0.05,0.65
1195,0.34,,0.22,0.1,0.65
1196,0.32,,0.25,0.08,0.65
1197,0.54,,0.02,0.09,0.65
1198,0.44,,0.14,0.06,0.65
1199,0.23,0.21,0.15,0.07,0.65
1200,0.32,,0.25,0.08,0.65
1201,0.2,0.22,0.14,0.09,0.65
1202,0.39,,0.2,0.06,0.65
1203,0.17,0.4,0.04,0.02,0.64
1204,0.56,,0.04,0.05,0.64
1205,0.49,0.01,0.09,0.05,0.64
1206,0.31,,0.24,0.08,0.64
1207,0.28,0.19,0.13,0.04,0.64
1208,0.34,,0.25,0.06,0.64
1209,0.47,,0.15,0.02,0.64
1210,0.31,0.07,0.17,0.08,0.64
1211,0.23,,0.36,0.06,0.64
1212,0.46,,0.17,0.01,0.64
1213,0.44,0.04,0.1,0.05,0.64
1214,0.46,,0.17,0.01,0.64
1215,0.4,,0.22,0.02,0.64
1216,0.25,,0.25,0.15,0.64
1217,0.53,,0.06,0.05,0.64
1218,0.26,0.07,0.21,0.1,0.64
1219,0.37,,0.2,0.06,0.63
1220,0.35,0.01,0.21,0.06,0.63
1221,0.46,,0.09,0.09,0.63
1222,0.35,,0.24,0.04,0.63
1223,0.25,,0.27,0.11,0.63
1224,0.17,0.2,0.19,0.07,0.63
1225,0.48,,0.13,0.02,0.63
1226,0.34,,0.23,0.06,0.63
1227,0.22,0.16,0.2,0.05,0.63
1228,0.36,,0.22,0.06,0.63
1229,0.24,,0.34,0.05,0.63
1230,0.49,,0.13,0.01,0.63
1231,0.12,0.38,0.09,0.03,0.63
1232,0.4,,0.23,,0.63
1233,0.45,,0.17,0.01,0.63
1234,0.16,0.01,0.35,0.11,0.63
1235,0.29,,0.28,0.06,0.63
1236,0.55,,0.03,0.05,0.63
1237,0.38,,0.19,0.06,0.63
1238,0.3,0.01,0.23,0.1,0.63
1239,0.53,,0.02,0.09,0.63
1240,0.23,0.27,0.09,0.04,0.63
1241,0.23,,0.33,0.08,0.63
1242,0.3,,0.23,0.09,0.62
1243,0.48,,0.13,0.02,0.62
1244,0.38,0.12,0.1,0.02,0.62
1245,0.29,,0.26,0.07,0.62
1246,0.59,,0.03,,0.62
1247,0.3,0.25,0.03,0.03,0.62
1248,0.19,0.11,0.26,0.06,0.62
1249,0.4,,0.2,0.02,0.62
1250,0.04,0.02,0.47,0.09,0.62
1251,0.07,,0.41,0.13,0.62
1252,0.56,0.0,0.0,0.05,0.62
1253,0.18,0.0,0.28,0.16,0.62
1254,0.43,,0.14,0.06,0.62
1255,0.22,0.01,0.27,0.11,0.62
1256,0.48,,0.09,0.04,0.62
1257,0.27,0.09,0.18,0.07,0.62
1258,0.16,0.29,0.13,0.04,0.62
1259,0.24,0.09,0.21,0.09,0.62
1260,0.3,0.0,0.26,0.06,0.62
1261,0.38,,0.22,0.03,0.62
1262,0.02,0.57,0.02,0.01,0.61
1263,0.38,,0.15,0.08,0.61
1264,0.43,,0.13,0.05,0.61
1265,0.11,0.34,0.13,0.02,0.61
1266,0.37,,0.21,0.03,0.61
1267,0.42,,0.05,0.14,0.61
1268,0.21,0.11,0.22,0.08,0.61
1269,0.43,,0.16,0.01,0.61
1270,0.47,,0.12,0.02,0.61
1271,0.22,0.08,0.23,0.09,0.61
1272,0.27,0.22,0.1,0.01,0.61
1273,0.44,,0.16,0.01,0.61
1274,0.09,,0.44,0.07,0.61
1275,0.46,,0.1,0.05,0.61
1276,0.22,,0.25,0.14,0.61
1277,0.44,,0.16,0.01,0.61
1278,0.3,,0.23,0.08,0.6
1279,0.31,,0.23,0.06,0.6
1280,0.29,,0.23,0.08,0.6
1281,0.13,,0.18,0.29,0.6
1282,0.32,,0.23,0.06,0.6
1283,0.49,0.03,0.03,0.05,0.6
1284,0.21,0.21,0.14,0.04,0.6
1285,0.51,,0.04,0.05,0.6
1286,0.4,0.09,0.1,0.02,0.6
1287,0.55,,0.0,0.05,0.6
1288,0.36,,0.14,0.11,0.6
1289,0.3,0.0,0.24,0.06,0.6
1290,0.29,,0.23,0.08,0.6
1291,0.46,,0.12,0.02,0.59
1292,,,0.54,0.06,0.59
1293,0.47,,0.11,0.01,0.59
1294,0.4,,0.13,0.07,0.59
1295,0.17,0.29,0.1,0.03,0.59
1296,0.25,,0.24,0.1,0.59
1297,0.16,,0.34,0.09,0.59
1298,0.24,,0.28,0.06,0.59
1299,0.31,,0.22,0.06,0.59
1300,0.25,0.0,0.27,0.06,0.59
1301,0.39,,0.15,0.05,0.59
1302,0.29,,0.23,0.08,0.59
1303,0.46,,0.12,0.02,0.59
1304,0.5,,0.04,0.04,0.59
1305,0.29,,0.21,0.09,0.59
1306,0.17,0.2,0.18,0.04,0.59
1307,0.34,0.11,0.13,0.01,0.59
1308,0.22,0.04,0.24,0.08,0.59
1309,0.13,0.01,0.22,0.23,0.59
1310,0.13,0.28,0.13,0.05,0.59
1311,0.32,,0.22,0.05,0.59
1312,0.17,0.05,0.28,0.1,0.59
1313,0.55,,,0.05,0.59
1314,0.21,,0.24,0.14,0.59
1315,0.36,0.14,0.08,0.02,0.59
1316,0.54,0.01,0.0,0.03,0.59
1317,0.21,0.16,0.17,0.06,0.59
1318,0.36,,0.16,0.07,0.58
1319,0.45,,0.12,0.02,0.58
1320,0.07,0.23,0.25,0.02,0.58
1321,0.5,,0.03,0.04,0.58
1322,0.17,0.03,0.3,0.09,0.58
1323,0.26,,0.22,0.1,0.58
1324,0.01,0.03,0.47,0.08,0.58
1325,0.32,,0.22,0.04,0.58
1326,0.28,,0.22,0.07,0.58
1327,0.31,,0.21,0.06,0.58
1328,0.25,,0.26,0.08,0.58
1329,0.28,,0.22,0.07,0.58
1330,0.21,0.0,0.33,0.04,0.58
1331,0.27,0.14,0.11,0.06,0.58
1332,0.29,0.07,0.19,0.04,0.58
1333,0.22,0.23,0.1,0.03,0.58
1334,0.26,0.13,0.14,0.04,0.58
1335,0.32,,0.22,0.04,0.58
1336,0.31,0.02,0.19,0.06,0.58
1337,0.06,0.19,0.3,0.03,0.58
1338,0.29,,0.23,0.06,0.57
1339,0.21,,0.23,0.13,0.57
1340,0.23,,0.3,0.05,0.57
1341,0.37,,0.14,0.05,0.57
1342,0.45,,0.1,0.02,0.57
1343,0.49,,0.04,0.04,0.57
