game_id,na_sales,jp_sales,pal_sales,other_sales,total_sales
1344,0.11,0.35,0.08,0.04,0.57
1345,0.43,,0.09,0.06,0.57
1346,0.2,,0.3,0.06,0.57
1347,0.44,,0.11,0.02,0.57
1348,0.07,,0.44,0.06,0.57
1349,0.38,,0.12,0.07,0.57
1350,0.53,,0.0,0.04,0.57
1351,0.19,0.17,0.15,0.05,0.57
1352,0.35,,0.17,0.05,0.57
1353,0.36,0.06,0.1,0.06,0.57
1354,0.22,0.09,0.22,0.04,0.57
1355,0.08,0.0,0.37,0.12,0.57
1356,0.27,0.22,0.06,0.03,0.57
1357,0.35,0.17,0.03,0.03,0.57
1358,0.02,,0.18,0.37,0.57
1359,0.47,,0.02,0.08,0.57
1360,0.25,,0.26,0.06,0.56
1361,0.39,,0.15,0.02,0.56
1362,0.4,,0.15,0.01,0.56
1363,0.24,0.13,0.15,0.04,0.56
1364,0.4,,0.11,0.05,0.56
1365,0.42,,0.12,0.01,0.56
1366,0.13,0.27,0.09,0.06,0.56
1367,0.09,,0.4,0.07,0.56
1368,0.12,0.17,0.22,0.06,0.56
1369,0.33,0.02,0.16,0.05,0.56
1370,0.28,,0.22,0.06,0.56
1371,0.39,,0.15,0.02,0.56
1372,0.44,,0.11,0.02,0.56
1373,0.21,0.05,0.22,0.09,0.56
1374,0.24,0.01,0.23,0.08,0.56
1375,0.29,0.04,0.17,0.05,0.56
1376,0.49,,0.02,0.04,0.56
1377,0.4,,0.15,0.01,0.56
1378,0.39,0.07,0.09,0.01,0.56
1379,0.43,,0.11,0.02,0.56
1380,0.27,,0.21,0.07,0.56
1381,0.17,,0.24,0.15,0.56
1382,0.4,,0.15,0.01,0.56
1383,0.3,0.07,0.15,0.05,0.56
1384,0.11,0.34,0.08,0.04,0.56
1385,0.23,0.09,0.18,0.06,0.56
1386,0.41,,0.08,0.07,0.56
1387,0.26,,0.23,0.06,0.55
1388,0.4,,0.13,0.02,0.55
1389,0.37,,0.13,0.05,0.55
1390,0.47,,0.03,0.04,0.55
1391,0.34,0.15,0.01,0.06,0.55
1392,0.0,,0.52,0.03,0.55
1393,0.2,0.17,0.16,0.03,0.55
1394,0.33,,0.22,,0.55
1395,0.4,,0.13,0.02,0.55
1396,0.25,0.24,0.03,0.03,0.55
1397,0.1,0.02,0.35,0.08,0.55
1398,0.27,,0.21,0.07,0.55
1399,0.27,0.06,0.18,0.04,0.55
1400,0.36,0.11,0.03,0.05,0.55
1401,0.3,0.03,0.16,0.05,0.54
1402,0.39,0.01,0.1,0.05,0.54
1403,0.15,0.27,0.07,0.05,0.54
1404,0.22,0.03,0.23,0.05,0.54
1405,0.18,0.07,0.21,0.08,0.54
1406,0.36,,0.13,0.05,0.54
1407,0.29,0.04,0.16,0.05,0.54
1408,0.17,0.24,0.09,0.03,0.54
1409,0.16,0.15,0.2,0.03,0.54
1410,0.23,,0.26,0.05,0.54
1411,0.46,0.01,0.03,0.05,0.54
1412,0.43,,0.1,0.01,0.54
1413,0.01,,0.45,0.07,0.54
1414,0.26,0.22,0.04,0.03,0.54
1415,0.24,0.01,0.2,0.09,0.54
1416,0.25,,0.23,0.06,0.54
1417,0.11,0.36,0.05,0.02,0.54
1418,0.3,0.0,0.19,0.05,0.54
1419,0.11,0.02,0.27,0.14,0.54
1420,0.41,,0.11,0.01,0.54
1421,0.42,,0.11,0.01,0.54
1422,0.16,,0.35,0.04,0.54
1423,0.45,,0.02,0.07,0.54
1424,0.4,,0.12,0.02,0.54
1425,0.09,0.35,0.06,0.04,0.54
1426,0.54,,0.0,,0.54
1427,0.12,0.18,0.16,0.09,0.54
1428,0.4,0.03,0.07,0.04,0.54
1429,0.29,0.16,0.08,0.01,0.54
1430,0.41,,0.11,0.01,0.53
1431,0.13,0.01,0.29,0.1,0.53
1432,0.38,0.1,0.01,0.04,0.53
1433,0.39,0.08,0.03,0.04,0.53
1434,0.26,,0.2,0.07,0.53
1435,0.19,0.02,0.28,0.04,0.53
1436,0.05,0.01,0.39,0.08,0.53
1437,0.08,,0.29,0.16,0.53
1438,0.3,,0.2,0.03,0.53
1439,0.18,,0.27,0.09,0.53
1440,0.07,0.38,0.05,0.03,0.53
1441,0.21,0.26,0.04,0.03,0.53
1442,0.26,,0.22,0.05,0.53
1443,0.48,0.01,,0.04,0.53
1444,0.49,,0.03,0.0,0.53
1445,0.35,0.14,0.01,0.03,0.53
1446,0.4,,0.11,0.02,0.53
1447,0.35,,0.1,0.08,0.53
1448,,0.38,0.13,0.02,0.53
1449,0.32,0.0,0.15,0.05,0.52
1450,0.37,,0.14,0.01,0.52
1451,0.29,,0.2,0.03,0.52
1452,0.13,0.27,0.07,0.05,0.52
1453,0.18,0.16,0.14,0.05,0.52
1454,0.46,,0.02,0.04,0.52
1455,0.29,,0.2,0.03,0.52
1456,0.32,,0.13,0.07,0.52
1457,0.39,,0.09,0.04,0.52
1458,,0.52,,,0.52
1459,0.28,,0.19,0.05,0.52
1460,0.26,,0.2,0.07,0.52
1461,0.22,0.04,0.16,0.1,0.52
1462,0.46,0.02,0.01,0.04,0.52
1463,0.22,,0.22,0.09,0.52
1464,0.18,0.22,0.08,0.04,0.52
1465,0.17,0.33,0.0,0.02,0.52
1466,0.32,0.15,0.03,0.03,0.52
1467,0.36,,0.11,0.05,0.52
1468,0.25,,0.21,0.05,0.51
1469,0.13,,0.3,0.08,0.51
1470,0.36,0.08,0.04,0.04,0.51
1471,0.18,0.3,0.0,0.02,0.51
1472,0.37,,0.14,0.01,0.51
1473,0.08,,0.28,0.15,0.51
1474,0.17,,0.24,0.09,0.51
1475,0.09,,0.32,0.1,0.51
1476,0.47,,,0.04,0.51
1477,0.12,0.06,0.27,0.05,0.51
1478,0.26,,0.2,0.05,0.51
1479,0.22,0.1,0.14,0.04,0.51
1480,0.47,,0.0,0.04,0.51
1481,0.4,,0.1,0.01,0.51
1482,0.36,0.02,0.08,0.04,0.51
1483,0.36,,0.13,0.01,0.51
1484,0.12,0.07,0.2,0.12,0.51
1485,0.27,0.07,0.11,0.06,0.51
1486,0.31,,0.15,0.05,0.51
1487,0.35,,0.11,0.06,0.51
1488,0.42,,0.02,0.07,0.51
1489,0.25,,0.2,0.05,0.5
1490,0.23,0.01,0.21,0.05,0.5
1491,0.31,0.05,0.1,0.04,0.5
1492,0.25,,0.15,0.11,0.5
1493,0.46,,0.0,0.04,0.5
1494,0.45,,0.01,0.04,0.5
1495,0.18,0.17,0.12,0.03,0.5
1496,0.13,0.31,0.05,0.01,0.5
1497,0.31,,0.12,0.07,0.5
1498,,,0.46,0.04,0.5
1499,0.42,,0.04,0.04,0.5
1500,0.17,0.3,0.02,0.02,0.5
1501,0.28,0.16,0.03,0.03,0.5
1502,0.17,,0.28,0.06,0.5
1503,0.38,,0.1,0.01,0.5
1504,0.39,,0.1,0.01,0.5
1505,0.27,0.04,0.15,0.04,0.5
1506,0.43,,0.03,0.04,0.5
1507,0.36,0.04,0.05,0.04,0.5
1508,0.1,,0.34,0.06,0.5
1509,0.29,0.04,0.13,0.04,0.5
1510,0.3,0.08,0.1,0.02,0.5
1511,0.24,,0.18,0.07,0.5
1512,0.25,,0.19,0.06,0.5
1513,0.44,,0.03,0.04,0.5
1514,0.18,0.02,0.22,0.08,0.5
1515,0.26,0.05,0.15,0.04,0.5
1516,0.41,0.03,0.02,0.04,0.5
1517,0.27,0.17,0.03,0.03,0.49
1518,0.2,0.01,0.23,0.05,0.49
1519,0.3,0.03,0.12,0.04,0.49
1520,0.41,,0.01,0.07,0.49
1521,0.09,0.32,0.07,0.03,0.49
1522,0.24,0.03,0.18,0.05,0.49
1523,0.23,0.1,0.12,0.04,0.49
1524,0.21,,0.2,0.08,0.49
1525,0.27,0.02,0.16,0.04,0.49
1526,0.1,,0.34,0.05,0.49
1527,0.36,0.02,0.09,0.01,0.49
1528,0.1,0.02,0.3,0.07,0.49
1529,0.33,,0.12,0.04,0.49
1530,0.14,0.0,0.3,0.05,0.49
1531,0.19,0.22,0.06,0.03,0.49
1532,0.18,,0.28,0.04,0.49
1533,0.14,0.18,0.15,0.03,0.49
1534,0.44,0.0,0.02,0.04,0.49
1535,0.13,,0.33,0.04,0.49
1536,0.16,0.13,0.17,0.03,0.49
1537,0.42,,0.04,0.04,0.49
1538,0.22,0.01,0.2,0.05,0.48
1539,0.01,,0.45,0.02,0.48
1540,0.28,,0.15,0.05,0.48
1541,0.16,0.29,0.01,0.01,0.48
1542,0.25,0.11,0.06,0.06,0.48
1543,0.2,,0.21,0.07,0.48
1544,0.22,0.07,0.15,0.04,0.48
1545,0.27,,0.17,0.05,0.48
1546,0.1,0.02,0.23,0.13,0.48
1547,0.44,,0.0,0.04,0.48
1548,0.22,0.11,0.1,0.05,0.48
1549,,0.45,,0.03,0.48
1550,0.23,,0.18,0.06,0.48
1551,0.25,,0.18,0.05,0.48
1552,0.19,0.01,0.27,,0.48
1553,0.23,,0.16,0.08,0.48
1554,0.25,0.01,0.17,0.05,0.47
1555,0.22,0.01,0.19,0.05,0.47
1556,0.41,,0.02,0.04,0.47
1557,0.23,0.01,0.16,0.07,0.47
1558,0.19,0.01,0.2,0.08,0.47
1559,0.42,,0.01,0.04,0.47
1560,0.36,,0.09,0.01,0.47
1561,0.32,0.01,0.1,0.04,0.47
1562,0.38,,0.08,0.01,0.47
1563,0.33,,0.1,0.04,0.47
1564,0.38,,0.08,0.01,0.47
1565,0.12,0.27,0.06,0.02,0.47
1566,0.23,0.01,0.18,0.04,0.47
1567,0.41,,0.02,0.04,0.47
1568,0.42,,0.02,0.04,0.47
1569,0.26,0.06,0.1,0.04,0.47
1570,0.14,0.31,0.01,0.02,0.47
1571,0.43,,0.0,0.04,0.47
1572,0.35,,0.1,0.02,0.47
1573,0.14,0.01,0.25,0.07,0.47
1574,0.2,0.0,0.23,0.05,0.47
1575,0.43,,0.0,0.04,0.47
1576,0.09,0.03,0.23,0.12,0.47
1577,0.16,0.01,0.25,0.05,0.47
1578,0.37,0.07,0.01,0.02,0.47
1579,0.43,,0.0,0.04,0.47
1580,0.15,0.12,0.17,0.03,0.47
1581,,,0.45,0.01,0.47
1582,0.24,0.04,0.16,0.03,0.47
1583,0.19,0.09,0.16,0.03,0.47
1584,0.21,,0.18,0.08,0.47
1585,0.23,,0.18,0.06,0.47
1586,0.14,0.19,0.11,0.04,0.47
1587,0.18,0.13,0.12,0.03,0.46
1588,0.22,0.22,,0.02,0.46
1589,0.37,,0.04,0.04,0.46
1590,0.23,,0.18,0.06,0.46
1591,0.04,,0.33,0.09,0.46
1592,0.3,,0.12,0.04,0.46
1593,0.33,,0.12,0.01,0.46
1594,0.24,,0.15,0.07,0.46
1595,0.17,0.0,0.24,0.05,0.46
1596,0.33,,0.12,0.01,0.46
1597,0.27,,0.14,0.04,0.46
1598,0.25,,0.17,0.03,0.46
1599,0.23,,0.18,0.06,0.46
1600,,0.46,,,0.46
1601,0.25,0.12,0.09,0.01,0.46
1602,0.22,,0.17,0.06,0.46
1603,0.33,,0.12,0.01,0.46
1604,0.09,,0.25,0.12,0.46
1605,0.33,,0.09,0.04,0.46
1606,0.23,,0.14,0.09,0.46
1607,0.2,0.03,0.15,0.07,0.46
1608,0.25,,0.12,0.09,0.46
1609,0.21,0.07,0.15,0.03,0.46
1610,0.14,0.17,0.11,0.04,0.46
1611,0.33,,0.12,0.01,0.46
1612,0.22,,0.17,0.06,0.45
1613,0.3,,0.11,0.04,0.45
1614,0.14,0.19,0.09,0.03,0.45
1615,0.13,,0.24,0.08,0.45
1616,0.09,0.05,0.26,0.05,0.45
1617,0.21,0.01,0.16,0.07,0.45
1618,0.23,0.16,0.06,0.01,0.45
1619,0.34,0.02,0.09,0.01,0.45
1620,0.29,0.12,0.01,0.03,0.45
1621,0.25,,0.17,0.03,0.45
1622,0.22,,0.19,0.05,0.45
1623,0.22,,0.17,0.06,0.45
1624,0.21,,0.21,0.04,0.45
1625,0.04,,0.27,0.14,0.45
1626,0.37,0.02,0.03,0.03,0.45
1627,0.03,0.38,0.02,0.02,0.45
1628,0.21,,0.21,0.04,0.45
1629,0.18,,0.23,0.05,0.45
1630,0.13,,0.27,0.05,0.45
1631,0.32,,0.12,0.01,0.45
1632,,,0.29,0.16,0.45
1633,,0.14,0.29,0.02,0.45
1634,0.41,,0.0,0.03,0.45
1635,0.26,,0.15,0.04,0.45
1636,0.35,,0.09,0.01,0.45
1637,0.29,,0.13,0.04,0.45
1638,0.32,,0.12,0.01,0.45
1639,0.24,,0.17,0.04,0.45
1640,0.02,0.01,0.38,0.05,0.45
1641,0.25,,0.15,0.04,0.45
1642,0.22,,0.03,0.2,0.45
1643,,0.42,,0.03,0.45
1644,0.32,,0.09,0.04,0.45
1645,0.3,0.01,0.11,0.04,0.45
1646,0.17,0.06,0.13,0.09,0.45
1647,0.35,,0.09,0.01,0.45
1648,0.09,0.03,0.24,0.08,0.45
1649,0.25,,0.17,0.03,0.44
1650,0.19,0.07,0.12,0.05,0.44
1651,0.22,0.07,0.1,0.04,0.44
1652,0.18,,0.21,0.05,0.44
1653,0.36,0.01,0.04,0.03,0.44
1654,0.18,0.02,0.16,0.08,0.44
1655,0.37,,0.01,0.06,0.44
1656,0.35,,0.06,0.03,0.44
1657,0.34,0.06,0.01,0.04,0.44
1658,0.3,,0.12,0.02,0.44
1659,0.11,,0.25,0.07,0.44
1660,0.09,0.32,0.02,0.01,0.44
1661,0.31,,0.12,0.01,0.44
1662,0.18,,0.18,0.07,0.44
1663,0.17,0.17,0.08,0.03,0.44
1664,0.37,,0.01,0.06,0.44
1665,0.19,,0.2,0.05,0.44
1666,0.34,,0.09,0.01,0.44
1667,0.19,0.12,0.07,0.05,0.44
1668,,0.28,0.15,0.01,0.44
1669,0.2,0.06,0.14,0.03,0.44
1670,0.28,,0.12,0.04,0.44
1671,0.41,,,0.03,0.44
1672,0.33,,0.1,0.02,0.44
1673,0.16,,0.23,0.05,0.44
1674,0.15,0.0,0.25,0.03,0.44
1675,0.07,0.3,0.05,0.03,0.44
1676,0.2,0.09,0.12,0.03,0.44
1677,0.28,,0.12,0.04,0.44
1678,0.3,0.03,0.06,0.04,0.43
1679,0.33,,0.09,0.01,0.43
1680,0.31,,0.08,0.04,0.43
1681,0.21,,0.17,0.06,0.43
1682,0.16,0.0,0.19,0.07,0.43
1683,0.12,0.21,0.07,0.03,0.43
1684,,0.43,,0.0,0.43
1685,0.31,,0.12,0.01,0.43
1686,0.19,0.06,0.14,0.03,0.43
1687,0.24,0.01,0.15,0.04,0.43
1688,0.21,0.13,0.07,0.02,0.43
1689,0.17,0.0,0.0,0.26,0.43
1690,0.34,0.03,0.03,0.03,0.43
1691,0.25,0.07,0.06,0.06,0.43
1692,0.35,,,0.08,0.43
1693,0.11,,0.21,0.11,0.43
1694,0.39,,,0.03,0.42
1695,0.34,,0.07,0.0,0.42
1696,0.23,0.01,0.15,0.04,0.42
1697,0.33,,0.09,0.01,0.42
1698,0.18,0.03,0.16,0.04,0.42
1699,0.32,,0.08,0.01,0.42
1700,0.32,,0.08,0.01,0.42
1701,0.2,,0.18,0.04,0.42
1702,0.17,,0.22,0.03,0.42
1703,0.33,,0.08,0.01,0.42
1704,0.36,,0.02,0.03,0.42
1705,0.39,,0.0,0.03,0.42
1706,0.24,,0.12,0.06,0.42
1707,0.23,,0.15,0.04,0.42
1708,0.22,0.04,0.09,0.07,0.42
1709,0.32,,0.08,0.01,0.42
1710,,0.42,,,0.42
1711,0.38,,0.01,0.03,0.42
1712,0.24,,0.16,0.03,0.42
1713,0.19,0.03,0.16,0.04,0.42
1714,0.18,0.05,0.14,0.05,0.42
1715,0.35,,0.04,0.03,0.42
1716,0.15,,0.17,0.1,0.42
1717,0.11,,0.2,0.12,0.42
1718,0.32,,0.08,0.01,0.42
1719,0.34,,0.07,0.0,0.42
1720,0.23,,0.15,0.04,0.42
1721,0.37,,0.01,0.03,0.41
1722,0.36,,0.02,0.03,0.41
1723,0.35,0.01,0.02,0.03,0.41
1724,0.13,0.16,0.09,0.03,0.41
1725,0.15,0.11,0.12,0.04,0.41
1726,0.15,,0.22,0.04,0.41
1727,0.34,,0.01,0.06,0.41
1728,0.36,,0.02,0.02,0.41
1729,0.16,,0.18,0.07,0.41
1730,0.24,,0.13,0.04,0.41
1731,0.3,,0.11,0.01,0.41
1732,0.31,,0.08,0.01,0.41
1733,0.26,0.1,0.03,0.02,0.41
1734,0.21,,0.15,0.04,0.41
1735,0.16,0.06,0.15,0.03,0.41
1736,0.32,0.04,0.02,0.03,0.41
1737,,0.41,,,0.41
1738,0.21,0.09,0.08,0.04,0.41
1739,0.26,0.06,0.05,0.04,0.41
1740,0.34,,0.01,0.06,0.41
1741,0.1,0.25,0.02,0.04,0.41
1742,0.19,,0.15,0.07,0.41
1743,0.23,,0.16,0.03,0.41
1744,0.27,,0.08,0.07,0.41
1745,0.35,,0.03,0.03,0.41
1746,0.15,,0.06,0.2,0.41
1747,0.17,,0.15,0.08,0.41
1748,0.36,,0.02,0.03,0.41
1749,0.35,,0.02,0.03,0.4
1750,0.24,,0.14,0.02,0.4
1751,0.19,,0.15,0.05,0.4
1752,0.22,,0.15,0.03,0.4
1753,0.31,0.04,0.02,0.03,0.4
1754,0.19,,0.15,0.05,0.4
1755,0.22,,0.15,0.03,0.4
1756,0.22,,0.14,0.04,0.4
1757,0.2,0.04,0.11,0.03,0.4
1758,0.36,,0.01,0.03,0.4
1759,0.18,,0.18,0.04,0.4
1760,0.13,,0.2,0.07,0.4
1761,0.31,,0.08,0.01,0.4
1762,0.22,,0.12,0.06,0.4
1763,0.21,,0.16,0.03,0.4
1764,0.36,,0.01,0.03,0.4
1765,0.2,,0.15,0.05,0.4
1766,0.27,0.09,0.01,0.03,0.4
1767,0.31,,0.08,0.01,0.4
1768,,0.4,,0.0,0.4
1769,0.36,,0.02,0.03,0.4
1770,0.31,,0.08,0.01,0.4
1771,0.22,,0.15,0.03,0.4
1772,0.36,,0.01,0.03,0.4
1773,0.34,0.01,0.03,0.03,0.4
1774,0.26,,0.1,0.04,0.4
1775,0.31,,0.08,0.01,0.4
1776,0.17,0.03,0.13,0.06,0.39
1777,0.23,,0.13,0.04,0.39
1778,0.14,0.16,0.05,0.03,0.39
1779,0.12,,0.22,0.05,0.39
1780,0.22,,0.15,0.03,0.39
1781,0.01,,0.32,0.05,0.39
1782,0.15,,0.19,0.04,0.39
1783,0.3,,0.08,0.01,0.39
1784,0.28,,0.1,0.01,0.39
1785,0.18,,0.16,0.04,0.39
1786,0.08,,0.27,0.04,0.39
1787,0.14,,0.16,0.08,0.39
1788,0.22,0.0,0.13,0.03,0.39
1789,0.17,,0.15,0.07,0.39
1790,0.18,0.01,0.16,0.04,0.39
1791,0.17,,0.16,0.06,0.39
1792,0.29,,0.08,0.01,0.39
1793,0.21,0.08,0.08,0.03,0.39
1794,0.23,0.03,0.07,0.06,0.39
1795,0.23,0.09,0.06,0.01,0.39
1796,0.15,0.1,0.12,0.02,0.39
1797,0.25,0.05,0.07,0.03,0.39
1798,0.3,0.04,0.03,0.03,0.39
1799,0.18,,0.14,0.06,0.39
1800,0.29,0.01,0.06,0.03,0.39
1801,0.19,,0.15,0.05,0.39
1802,0.18,,0.15,0.06,0.39
1803,0.25,,0.1,0.04,0.38
1804,0.29,,0.08,0.01,0.38
1805,0.3,,0.08,0.01,0.38
1806,,0.38,,,0.38
1807,0.19,,0.15,0.05,0.38
1808,0.2,0.11,0.04,0.03,0.38
1809,0.11,0.11,0.13,0.02,0.38
1810,0.28,,0.08,0.01,0.38
1811,0.33,,0.02,0.03,0.38
1812,0.16,,0.16,0.05,0.38
1813,0.1,,0.0,0.28,0.38
1814,,0.38,,,0.38
1815,0.09,,0.22,0.06,0.38
1816,0.24,0.07,0.06,0.01,0.38
1817,0.17,0.12,0.08,0.02,0.38
1818,0.3,,0.04,0.03,0.38
1819,0.14,,0.15,0.09,0.38
1820,0.21,,0.13,0.04,0.38
1821,0.11,,0.24,0.04,0.38
1822,0.2,,0.15,0.04,0.38
1823,0.25,,0.1,0.03,0.38
1824,0.17,0.04,0.14,0.03,0.38
1825,0.07,0.25,0.05,0.02,0.38
1826,0.27,,0.1,0.01,0.38
1827,0.3,,0.08,0.01,0.38
1828,0.14,,0.18,0.07,0.38
1829,0.1,,0.23,0.04,0.37
1830,,,0.32,0.05,0.37
1831,0.16,0.01,0.14,0.06,0.37
1832,,0.37,,0.0,0.37
1833,0.11,,0.22,0.04,0.37
1834,0.08,0.01,0.22,0.06,0.37
1835,0.12,,0.2,0.05,0.37
1836,0.16,,0.18,0.03,0.37
1837,0.33,,,0.04,0.37
1838,0.13,,0.2,0.04,0.37
1839,0.34,,,0.03,0.37
1840,0.34,,0.0,0.03,0.37
1841,0.34,,,0.03,0.37
1842,0.12,,0.21,0.04,0.37
1843,0.34,,,0.03,0.37
1844,0.31,,0.01,0.05,0.37
1845,0.28,,0.07,0.01,0.37
1846,0.33,,0.01,0.03,0.37
1847,0.2,0.01,0.13,0.03,0.37
1848,0.27,0.04,0.03,0.03,0.37
1849,0.29,,0.07,0.01,0.37
1850,0.1,,0.17,0.1,0.37
1851,0.31,0.03,,0.02,0.37
1852,0.15,0.16,0.05,0.02,0.37
1853,0.21,0.01,0.12,0.03,0.37
1854,0.16,0.04,0.13,0.03,0.37
1855,0.27,0.01,0.07,0.03,0.37
1856,0.16,,0.17,0.04,0.37
1857,0.16,0.06,0.12,0.03,0.37
1858,0.33,,0.0,0.03,0.37
1859,0.11,,0.16,0.1,0.37
1860,0.32,,0.02,0.03,0.37
1861,0.14,,0.18,0.05,0.37
1862,0.15,,0.16,0.05,0.37
1863,0.17,0.0,0.15,0.04,0.37
1864,0.21,0.04,0.08,0.03,0.36
1865,,,0.32,0.04,0.36
1866,0.32,,0.01,0.03,0.36
1867,0.2,,0.13,0.03,0.36
1868,0.21,0.04,0.07,0.04,0.36
1869,,0.36,,,0.36
1870,0.18,,0.14,0.05,0.36
1871,0.21,0.01,0.09,0.05,0.36
1872,0.07,,0.19,0.1,0.36
1873,0.06,0.23,0.04,0.02,0.36
1874,0.29,0.03,,0.03,0.36
1875,0.2,,0.13,0.02,0.36
1876,0.28,0.05,0.0,0.02,0.36
1877,0.3,0.02,0.01,0.03,0.36
1878,0.26,,0.1,0.01,0.36
1879,0.13,,0.17,0.06,0.36
1880,0.18,,0.14,0.05,0.36
1881,0.24,,0.07,0.05,0.36
1882,0.15,0.08,0.11,0.02,0.36
1883,0.18,0.08,0.08,0.03,0.36
1884,0.24,,0.09,0.03,0.36
1885,0.12,,0.15,0.08,0.36
1886,0.19,,0.14,0.03,0.36
1887,0.18,,0.14,0.05,0.36
1888,0.28,,0.07,0.01,0.36
1889,0.22,0.01,0.09,0.03,0.35
1890,0.23,,0.09,0.03,0.35
1891,0.33,,0.0,0.03,0.35
1892,0.09,0.09,0.13,0.04,0.35
1893,0.13,0.17,0.03,0.02,0.35
1894,0.2,,0.13,0.02,0.35
1895,0.25,,0.09,0.01,0.35
1896,0.11,,0.18,0.06,0.35
1897,0.32,,0.0,0.02,0.35
1898,0.18,,0.12,0.05,0.35
1899,0.17,,0.13,0.04,0.35
1900,0.14,,0.16,0.06,0.35
1901,0.25,,0.09,0.01,0.35
1902,0.27,,0.07,0.01,0.35
1903,0.27,,0.07,0.01,0.35
1904,0.11,,0.2,0.04,0.35
1905,0.17,,0.13,0.04,0.35
1906,0.2,,0.11,0.05,0.35
1907,0.27,,0.04,0.04,0.35
1908,0.1,0.15,0.08,0.03,0.35
1909,0.19,,0.13,0.02,0.35
1910,0.08,0.19,0.06,0.02,0.35
1911,0.03,0.28,0.02,0.02,0.35
1912,0.15,,0.14,0.05,0.35
1913,0.27,,0.07,0.01,0.35
1914,0.17,,0.13,0.04,0.35
1915,0.13,0.0,0.18,0.04,0.35
1916,,,0.27,0.09,0.35
1917,0.32,,0.01,0.03,0.35
1918,0.32,,,0.03,0.35
1919,0.28,,,0.07,0.35
1920,0.3,0.0,0.01,0.03,0.35
1921,0.14,,0.15,0.06,0.34
1922,0.25,,0.09,0.01,0.34
1923,0.28,0.03,0.01,0.03,0.34
1924,0.22,,0.1,0.03,0.34
1925,0.28,0.02,0.0,0.03,0.34
1926,0.26,,0.04,0.03,0.34
1927,0.23,,0.09,0.03,0.34
1928,0.19,,0.13,0.02,0.34
1929,0.14,0.15,0.03,0.02,0.34
1930,0.22,0.08,0.02,0.02,0.34
1931,0.04,0.25,0.03,0.01,0.34
1932,0.11,0.12,0.09,0.03,0.34
1933,0.27,0.02,0.02,0.03,0.34
1934,0.14,0.16,0.02,0.02,0.34
1935,0.08,0.17,0.05,0.04,0.34
1936,0.26,,0.07,0.01,0.34
1937,0.28,,0.03,0.03,0.34
1938,0.18,,0.14,0.03,0.34
1939,0.07,,0.03,0.25,0.34
1940,0.11,,0.17,0.06,0.34
1941,0.24,,0.09,0.01,0.34
1942,0.16,,0.13,0.04,0.33
1943,0.25,,0.07,0.01,0.33
1944,0.2,0.03,0.08,0.03,0.33
1945,0.27,0.02,0.01,0.03,0.33
1946,0.26,,0.07,0.01,0.33
1947,0.07,0.2,0.05,0.01,0.33
1948,0.25,,0.07,0.01,0.33
1949,0.15,0.0,0.14,0.04,0.33
1950,0.17,,0.13,0.03,0.33
1951,0.1,0.12,0.08,0.03,0.33
1952,0.12,0.16,0.04,0.01,0.33
1953,0.06,0.22,0.04,0.02,0.33
1954,0.14,0.16,0.01,0.01,0.33
1955,0.11,,0.14,0.08,0.33
1956,0.24,,0.09,0.01,0.33
1957,0.22,0.09,0.0,0.02,0.33
1958,0.3,0.0,0.0,0.03,0.33
1959,0.25,,0.07,0.01,0.33
1960,0.26,,0.07,0.01,0.33
1961,0.19,,0.11,0.03,0.33
1962,0.3,,,0.02,0.33
1963,0.25,,0.07,0.01,0.33
1964,0.19,0.09,0.03,0.02,0.33
1965,0.14,,0.12,0.08,0.33
1966,0.12,0.06,0.13,0.03,0.33
1967,0.16,,0.13,0.04,0.33
1968,0.17,0.08,0.06,0.02,0.33
1969,0.09,0.15,0.07,0.02,0.33
1970,0.11,,0.17,0.05,0.33
1971,0.32,,0.01,,0.33
1972,0.13,,0.15,0.05,0.33
1973,0.21,0.1,,0.02,0.33
1974,0.26,0.03,0.0,0.03,0.33
1975,0.27,,0.04,0.02,0.33
1976,0.24,,0.09,0.01,0.33
1977,0.12,0.08,0.1,0.03,0.33
1978,0.17,0.09,0.06,0.01,0.33
1979,0.24,,0.07,0.01,0.33
1980,0.14,0.02,0.14,0.03,0.33
1981,0.19,,0.11,0.03,0.33
1982,0.29,,0.01,0.03,0.33
1983,0.19,,0.11,0.03,0.33
1984,0.2,0.05,0.04,0.03,0.32
1985,0.21,0.08,0.01,0.02,0.32
1986,0.14,0.11,0.04,0.04,0.32
1987,,0.32,,,0.32
1988,0.18,,0.12,0.02,0.32
1989,0.08,0.15,0.06,0.02,0.32
1990,0.25,,0.05,0.03,0.32
1991,0.19,0.08,0.04,0.02,0.32
1992,0.14,0.07,0.09,0.02,0.32
1993,0.18,,0.12,0.02,0.32
1994,0.28,0.02,0.0,0.03,0.32
1995,0.23,,0.08,0.01,0.32
1996,0.22,,0.08,0.01,0.32
1997,0.25,,0.06,0.01,0.32
1998,0.18,,0.12,0.02,0.32
1999,0.14,0.15,0.02,0.02,0.32
2000,0.28,,0.01,0.03,0.32
2001,,,0.25,0.07,0.32
2002,0.22,0.08,0.01,0.02,0.32
2003,0.13,,0.14,0.06,0.32
2004,0.1,,0.02,0.2,0.32
2005,0.12,,0.14,0.05,0.32
2006,0.15,,0.12,0.05,0.32
2007,0.11,0.1,0.08,0.03,0.32
2008,0.23,,0.08,0.01,0.32
2009,0.27,,0.02,0.02,0.32
