publisher
Rockstar Games
Activision
EA Sports
Electronic Arts
Microsoft Game Studios
Bethesda Softworks
Sony Computer Entertainment
Ubisoft
GT Interactive
Namco
LucasArts
Majesco
Warner Bros. Interactive
Universal Interactive
Square Enix
Eidos Interactive
Microsoft
RedOctane
Sega
Capcom
Atari
VU Games
Microsoft Studios
Blizzard Entertainment
Take-Two Interactive
Konami
Ultra Games
Global Star Software
2K Sports
2K Games
THQ
Disney Interactive Studios
Warner Bros. Interactive Entertainment
Buena Vista
Acclaim Entertainment
Midway Games
MTV Games
Deep Silver
Hello Games
Maxis
Valve
Namco Bandai
505 Games
Nintendo
Mojang
Vivendi Games
989 Studios
EA Sports BIG
Infogrames
Fox Interactive
Konami Digital Entertainment
Codemasters
Sony Interactive Entertainment
Sony Online Entertainment
Bandai
Ocean
City Interactive
Square
PopCap Games
Conspiracy Entertainment
Hudson Soft
D3 Publisher
Natsume
Square EA
Sony Computer Entertainment America
Gotham Games
Tecmo Koei
Namco Bandai Games
Interplay
Telltale Games
3DO
Rare
Touchstone
Atlus
Gathering of Developers
Unknown
Hasbro Interactive
Sierra Entertainment
KOEI
CDV Software Entertainment
Tecmo
NIS America
Aksys Games
Ignition Entertainment
Working Designs
SouthPeak Interactive
ASCII Entertainment
Agetec
Marvelous Interactive
BAM! Entertainment
Crystal Dynamics
Xseed Games
ESP
Psygnosis
Westwood Studios
Focus Home Interactive
Enix
"Destination Software, Inc"
Sold Out
Nicalis
Wargaming.net
TDK Mediactive
Kalypso
Gamecock
Crave Entertainment
Knowledge Adventure
Nordic Games
Koei Tecmo
Red Mile Entertainment
AQ Interactive
Activision Value
NewKidCo
Titus
Mad Catz
Human Entertainment
Accolade
SSI
TDK Core
Victory Lap Games
Taito
JoWood Productions
Playlogic Game Factory
Thomas Happ Games
Destineer
Bandai Namco Entertainment
Jaleco
Paradox Interactive
Mindscape
SNK Playmore
Grey Box
Microids
The Adventure Company
Hip Interactive
GameTrust
PM Studios
Tripwire Interactive
GameMill Entertainment
UFO Interactive
Playmates
Vatical Entertainment
Psyonix Studios
Team 17
Merge Games
Nippon Ichi Software
DreamCatcher Interactive
Hudson Entertainment
WayForward Technologies
Kemco
SNK
Phantom EFX
O3 Entertainment
Aspyr
Metro 3D
Studio Wildcard
Mumbo Jumbo
Viva Media
"Genius Products, Inc."
Graffiti
Virgin Interactive
Polykid
Rising Star Games
Perfect World Entertainment
Arc System Works
1C Company
Empire Interactive
LEGO Media
Mattel Interactive
Tommo
Fortyfive
Sammy Corporation
DotEmu
Mastiff
Soedesco
THQ Nordic
Team17 Software
O~3 Entertainment
DSI Games
Techland
FDG Entertainment
D3Publisher
Microprose
id Software
Lionhead Studios
Frozenbyte
Koch Media
Maximum Games
Funcom
NCSoft
Hot-B
Game Factory
From Software
NEC Interchannel
8/4/2025
GungHo Online Entertainment
Meridian4
Encore
Visco
Villa Gorilla
Nobilis
Excalibur Publishing
Rising Star
Shin'en
Outright Games
Toby Fox
King Games
The Fullbright Company
Got Game Entertainment
Telegames
Strategy First
ASC Games
DTMC
Headup Games
AIA
Rain Games
